Market,Dma,Females,Males,Population,F0-5,F5-9,F10-17,F18+,F18-34,F18-49,F35-49,F50-64,F65+,M0-5,M5-9,M10-17,M18+,M18-34,M18-49,M35-49,M50-64,M65+,P0-5,P5-9,P10-17,P18+,P18-34,P18-49,P35-49,P50-64,P65+
588,South Bend-Elkhart,1583301.0,1520347.0,3103648.0,98301.0,98560.0,164839.0,1221601.0,354848.0,639977.0,285129.0,309183.0,272441.0,104415.0,104951.0,169542.0,1141439.0,353747.0,634058.0,280311.0,293253.0,214128.0,202716.0,203511.0,334381.0,2363040.0,708595.0,1274035.0,565440.0,602436.0,486569.0
592,Gainesville,175591.0,168478.0,344069.0,8799.0,8687.0,13229.0,144876.0,55712.0,83478.0,27766.0,31168.0,30230.0,8864.0,9398.0,14154.0,136062.0,55284.0,82801.0,27517.0,27995.0,25266.0,17663.0,18085.0,27383.0,280938.0,110996.0,166279.0,55283.0,59163.0,55496.0
596,Zanesville,44165.0,41868.0,86033.0,2571.0,2734.0,4269.0,34591.0,9032.0,16943.0,7911.0,9057.0,8591.0,2594.0,2675.0,4691.0,31908.0,9113.0,16776.0,7663.0,8574.0,6558.0,5165.0,5409.0,8960.0,66499.0,18145.0,33719.0,15574.0,17631.0,15149.0
597,Parkersburg,77466.0,74595.0,152061.0,3954.0,3456.0,7816.0,62240.0,14266.0,28138.0,13872.0,16825.0,17277.0,4136.0,3897.0,7806.0,58756.0,15044.0,28725.0,13681.0,16153.0,13878.0,8090.0,7353.0,15622.0,120996.0,29310.0,56863.0,27553.0,32978.0,31155.0
598,Clarksburg-Weston,133996.0,133903.0,267899.0,7018.0,7192.0,11973.0,107813.0,26549.0,50263.0,23714.0,28019.0,29531.0,7167.0,7463.0,12702.0,106571.0,28712.0,53731.0,25019.0,27704.0,25136.0,14185.0,14655.0,24675.0,214384.0,55261.0,103994.0,48733.0,55723.0,54667.0
600,Corpus Christi,297853.0,302679.0,600532.0,19310.0,20239.0,32487.0,225817.0,68513.0,122172.0,53659.0,53544.0,50101.0,20659.0,20690.0,34808.0,226522.0,76588.0,133139.0,56551.0,52015.0,41368.0,39969.0,40929.0,67295.0,452339.0,145101.0,255311.0,110210.0,105559.0,91469.0
602,Chicago,6437637.0,6230372.0,12668009.0,368021.0,382731.0,660972.0,5025913.0,1463270.0,2709081.0,1245811.0,1251514.0,1065318.0,384507.0,391736.0,693210.0,4760919.0,1512422.0,2741936.0,1229514.0,1191840.0,827143.0,752528.0,774467.0,1354182.0,9786832.0,2975692.0,5451017.0,2475325.0,2443354.0,1892461.0
603,Joplin-Pittsburg,321552.0,313718.0,635270.0,19580.0,19689.0,34120.0,248163.0,66063.0,121274.0,55211.0,63642.0,63247.0,21203.0,21422.0,35060.0,236033.0,68934.0,124510.0,55576.0,61518.0,50005.0,40783.0,41111.0,69180.0,484196.0,134997.0,245784.0,110787.0,125160.0,113252.0
604,Columbia-Jefferson City,242384.0,239524.0,481908.0,13813.0,13591.0,23217.0,191763.0,62183.0,104070.0,41887.0,45882.0,41811.0,14539.0,14612.0,24379.0,185994.0,63130.0,107008.0,43878.0,44528.0,34458.0,28352.0,28203.0,47596.0,377757.0,125313.0,211078.0,85765.0,90410.0,76269.0
605,Topeka,231397.0,231160.0,462557.0,14953.0,14650.0,22882.0,178912.0,57528.0,95138.0,37610.0,42691.0,41083.0,15559.0,15509.0,23896.0,176196.0,63438.0,101565.0,38127.0,40536.0,34095.0,30512.0,30159.0,46778.0,355108.0,120966.0,196703.0,75737.0,83227.0,75178.0
606,Dothan,134317.0,126257.0,260574.0,7892.0,7858.0,13531.0,105036.0,26749.0,51683.0,24934.0,26874.0,26479.0,8081.0,8114.0,14405.0,95657.0,27058.0,50414.0,23356.0,24691.0,20552.0,15973.0,15972.0,27936.0,200693.0,53807.0,102097.0,48290.0,51565.0,47031.0
609,St. Louis,2710406.0,2611840.0,5322246.0,156164.0,158256.0,267853.0,2128133.0,581911.0,1074860.0,492949.0,552222.0,501051.0,163677.0,167669.0,280409.0,2000085.0,598502.0,1085528.0,487026.0,523720.0,390837.0,319841.0,325925.0,548262.0,4128218.0,1180413.0,2160388.0,979975.0,1075942.0,891888.0
610,Rockford,236663.0,229945.0,466608.0,13557.0,13655.0,25340.0,184111.0,46458.0,89207.0,42749.0,48279.0,46625.0,14244.0,14305.0,26342.0,175054.0,47714.0,89924.0,42210.0,47506.0,37624.0,27801.0,27960.0,51682.0,359165.0,94172.0,179131.0,84959.0,95785.0,84249.0
611,Rochestr-Mason City-Austin,189740.0,185719.0,375459.0,11620.0,12217.0,19583.0,146320.0,37595.0,70200.0,32605.0,38184.0,37936.0,12089.0,12712.0,20769.0,140149.0,38175.0,72244.0,34069.0,37242.0,30663.0,23709.0,24929.0,40352.0,286469.0,75770.0,142444.0,66674.0,75426.0,68599.0
612,Shreveport,766998.0,733711.0,1500709.0,48074.0,48429.0,80628.0,589867.0,159739.0,297047.0,137308.0,148068.0,144752.0,48661.0,49320.0,85058.0,550672.0,165815.0,298136.0,132321.0,137847.0,114689.0,96735.0,97749.0,165686.0,1140539.0,325554.0,595183.0,269629.0,285915.0,259441.0
613,Minneapolis-St. Paul,4628491.0,4583885.0,9212376.0,279720.0,287065.0,469518.0,3592188.0,1026346.0,1883738.0,857392.0,922478.0,785972.0,292171.0,300139.0,487693.0,3503882.0,1063269.0,1942776.0,879507.0,911325.0,649781.0,571891.0,587204.0,957211.0,7096070.0,2089615.0,3826514.0,1736899.0,1833803.0,1435753.0
616,Kansas City,1299408.0,1257985.0,2557393.0,79418.0,81745.0,135629.0,1002616.0,294986.0,538884.0,243898.0,248503.0,215229.0,83297.0,85126.0,141718.0,947844.0,300028.0,542684.0,242656.0,235038.0,170122.0,162715.0,166871.0,277347.0,1950460.0,595014.0,1081568.0,486554.0,483541.0,385351.0
617,Milwaukee,1185080.0,1147251.0,2332331.0,67898.0,70712.0,120362.0,926108.0,257168.0,475653.0,218485.0,243649.0,206806.0,70880.0,73617.0,125638.0,877116.0,263076.0,478634.0,215558.0,234024.0,164458.0,138778.0,144329.0,246000.0,1803224.0,520244.0,954287.0,434043.0,477673.0,371264.0
618,Houston,3692414.0,3652746.0,7345160.0,258409.0,259571.0,430909.0,2743525.0,870086.0,1631454.0,761368.0,649130.0,462941.0,267053.0,270839.0,446846.0,2668008.0,894302.0,1658061.0,763759.0,630164.0,379783.0,525462.0,530410.0,877755.0,5411533.0,1764388.0,3289515.0,1525127.0,1279294.0,842724.0
619,"Springfield, Mo",818790.0,808034.0,1626824.0,46539.0,46251.0,82692.0,643308.0,174060.0,315694.0,141634.0,162306.0,165308.0,49632.0,50814.0,84411.0,623177.0,188447.0,330587.0,142140.0,153977.0,138613.0,96171.0,97065.0,167103.0,1266485.0,362507.0,646281.0,283774.0,316283.0,303921.0
622,New Orleans,926751.0,868531.0,1795282.0,55379.0,55526.0,89282.0,726564.0,206555.0,380071.0,173516.0,186922.0,159571.0,57909.0,55044.0,94485.0,661093.0,198989.0,362658.0,163669.0,171916.0,126519.0,113288.0,110570.0,183767.0,1387657.0,405544.0,742729.0,337185.0,358838.0,286090.0
623,Dallas-Ft. Worth,4123546.0,4010124.0,8133670.0,269123.0,282810.0,470557.0,3101056.0,964829.0,1818257.0,853428.0,740751.0,542048.0,282553.0,288579.0,493703.0,2945289.0,968204.0,1799183.0,830979.0,716072.0,430034.0,551676.0,571389.0,964260.0,6046345.0,1933033.0,3617440.0,1684407.0,1456823.0,972082.0
624,Sioux City,1783506.0,1760428.0,3543934.0,109351.0,111168.0,184947.0,1378040.0,387898.0,697970.0,310072.0,344603.0,335467.0,112679.0,118352.0,190409.0,1338988.0,408264.0,727373.0,319109.0,339787.0,271828.0,222030.0,229520.0,375356.0,2717028.0,796162.0,1425343.0,629181.0,684390.0,607295.0
625,Waco-Temple-Bryan,7407658.0,7317934.0,14725592.0,502691.0,501265.0,829646.0,5574056.0,1833452.0,3313375.0,1479923.0,1282952.0,977729.0,523840.0,518938.0,860774.0,5414382.0,1916619.0,3400647.0,1484028.0,1226855.0,786880.0,1026531.0,1020203.0,1690420.0,10988438.0,3750071.0,6714022.0,2963951.0,2509807.0,1764609.0
626,Victoria,46900.0,45144.0,92044.0,3113.0,3330.0,4989.0,35468.0,10333.0,18691.0,8358.0,8473.0,8304.0,3274.0,2968.0,5679.0,33223.0,10672.0,18716.0,8044.0,7964.0,6543.0,6387.0,6298.0,10668.0,68691.0,21005.0,37407.0,16402.0,16437.0,14847.0
627,Wichita Falls & Lawton,207230.0,213462.0,420692.0,13222.0,13849.0,21017.0,159142.0,47056.0,82365.0,35309.0,39322.0,37455.0,13535.0,13715.0,21764.0,164448.0,58421.0,95620.0,37199.0,38349.0,30479.0,26757.0,27564.0,42781.0,323590.0,105477.0,177985.0,72508.0,77671.0,67934.0
628,Monroe-El Dorado,237103.0,229070.0,466173.0,14754.0,14926.0,24135.0,183288.0,52588.0,94077.0,41489.0,45131.0,44080.0,14828.0,15422.0,25249.0,173571.0,57383.0,97933.0,40550.0,41907.0,33731.0,29582.0,30348.0,49384.0,356859.0,109971.0,192010.0,82039.0,87038.0,77811.0
630,Birmingham (Ann And Tusc),2058758.0,1927445.0,3986203.0,116557.0,116654.0,200038.0,1625509.0,439970.0,823204.0,383234.0,414937.0,387368.0,121436.0,122467.0,208805.0,1474737.0,434307.0,794273.0,359966.0,381955.0,298509.0,237993.0,239121.0,408843.0,3100246.0,874277.0,1617477.0,743200.0,796892.0,685877.0
631,Ottumwa-Kirksville,63492.0,61925.0,125417.0,3599.0,4359.0,5864.0,49670.0,14685.0,24408.0,9723.0,12231.0,13031.0,4182.0,3566.0,6208.0,47969.0,14827.0,25060.0,10233.0,12107.0,10802.0,7781.0,7925.0,12072.0,97639.0,29512.0,49468.0,19956.0,24338.0,23833.0
632,Paducah-Cape Girard-Harsbg,1052197.0,1026315.0,2078512.0,61113.0,60618.0,104387.0,826079.0,225551.0,410142.0,184591.0,209729.0,206208.0,64234.0,65737.0,106770.0,789574.0,239318.0,425888.0,186570.0,199824.0,163862.0,125347.0,126355.0,211157.0,1615653.0,464869.0,836030.0,371161.0,409553.0,370070.0
633,Odessa-Midland,238836.0,255053.0,493889.0,19616.0,19425.0,28338.0,171457.0,58027.0,102171.0,44144.0,38564.0,30722.0,20566.0,20173.0,30147.0,184167.0,66964.0,118641.0,51677.0,39880.0,25646.0,40182.0,39598.0,58485.0,355624.0,124991.0,220812.0,95821.0,78444.0,56368.0
634,Amarillo,266303.0,278202.0,544505.0,18841.0,19730.0,30937.0,196795.0,60858.0,107986.0,47128.0,45758.0,43051.0,20326.0,21235.0,31821.0,204820.0,69909.0,122449.0,52540.0,46883.0,35488.0,39167.0,40965.0,62758.0,401615.0,130767.0,230435.0,99668.0,92641.0,78539.0
635,Austin,1162368.0,1165506.0,2327874.0,70286.0,71267.0,117373.0,903442.0,300706.0,552692.0,251986.0,199447.0,151303.0,73842.0,74112.0,123855.0,893697.0,312700.0,575014.0,262314.0,193396.0,125287.0,144128.0,145379.0,241228.0,1797139.0,613406.0,1127706.0,514300.0,392843.0,276590.0
636,Harlingen-Wslco-Brnsvl-Mca,697982.0,670741.0,1368723.0,58280.0,57627.0,98283.0,483792.0,162133.0,291500.0,129367.0,101502.0,90790.0,60321.0,59201.0,101874.0,449345.0,167569.0,289415.0,121846.0,88070.0,71860.0,118601.0,116828.0,200157.0,933137.0,329702.0,580915.0,251213.0,189572.0,162650.0
637,Cedar Rapids-Wtrlo-Iwc&Dub,458266.0,450150.0,908416.0,27234.0,27136.0,44925.0,358971.0,109453.0,187613.0,78160.0,86912.0,84446.0,27709.0,28454.0,46852.0,347135.0,111795.0,192415.0,80620.0,85584.0,69136.0,54943.0,55590.0,91777.0,706106.0,221248.0,380028.0,158780.0,172496.0,153582.0
638,St. Joseph,79115.0,81463.0,160578.0,4836.0,4581.0,8165.0,61533.0,16203.0,29902.0,13699.0,16049.0,15582.0,5119.0,5150.0,8528.0,62666.0,18848.0,34335.0,15487.0,16158.0,12173.0,9955.0,9731.0,16693.0,124199.0,35051.0,64237.0,29186.0,32207.0,27755.0
639,"Jackson, Tn",127541.0,118212.0,245753.0,6924.0,7183.0,12741.0,100693.0,26858.0,49363.0,22505.0,26089.0,25241.0,7500.0,7573.0,13253.0,89886.0,25214.0,46537.0,21323.0,23905.0,19444.0,14424.0,14756.0,25994.0,190579.0,52072.0,95900.0,43828.0,49994.0,44685.0
640,Memphis,3681970.0,3505392.0,7187362.0,217627.0,222794.0,376146.0,2865403.0,803327.0,1477834.0,674507.0,719986.0,667583.0,228231.0,229872.0,395033.0,2652256.0,815989.0,1464446.0,648457.0,663980.0,523830.0,445858.0,452666.0,771179.0,5517659.0,1619316.0,2942280.0,1322964.0,1383966.0,1191413.0
641,San Antonio,4391631.0,4337452.0,8729083.0,289588.0,301089.0,513040.0,3287914.0,978757.0,1849280.0,870523.0,779320.0,659314.0,303644.0,318298.0,528016.0,3187494.0,1037403.0,1908405.0,871002.0,743255.0,535834.0,593232.0,619387.0,1041056.0,6475408.0,2016160.0,3757685.0,1741525.0,1522575.0,1195148.0
642,"Lafayette, La",310092.0,296405.0,606497.0,20452.0,20142.0,33215.0,236283.0,69973.0,126112.0,56139.0,61136.0,49035.0,21347.0,21123.0,34406.0,219529.0,70338.0,124680.0,54342.0,55774.0,39075.0,41799.0,41265.0,67621.0,455812.0,140311.0,250792.0,110481.0,116910.0,88110.0
643,Lake Charles,136892.0,135888.0,272780.0,9553.0,8955.0,14364.0,104020.0,30180.0,54884.0,24704.0,26557.0,22579.0,9653.0,9149.0,15446.0,101640.0,32304.0,58594.0,26290.0,24844.0,18202.0,19206.0,18104.0,29810.0,205660.0,62484.0,113478.0,50994.0,51401.0,40781.0
644,"Alexandria, La",120319.0,122176.0,242495.0,8370.0,7273.0,13118.0,91558.0,26370.0,47864.0,21494.0,22704.0,20990.0,8405.0,8180.0,13334.0,92257.0,32093.0,54655.0,22562.0,21377.0,16225.0,16775.0,15453.0,26452.0,183815.0,58463.0,102519.0,44056.0,44081.0,37215.0
647,Greenwood-Greenville,89603.0,86185.0,175788.0,5181.0,5522.0,9676.0,69224.0,19398.0,35309.0,15911.0,17804.0,16111.0,6534.0,5597.0,10103.0,63951.0,21109.0,36637.0,15528.0,15435.0,11879.0,11715.0,11119.0,19779.0,133175.0,40507.0,71946.0,31439.0,33239.0,27990.0
648,Champaign&Sprngfld-Decatur,483352.0,465903.0,949255.0,26647.0,26316.0,45580.0,384809.0,114384.0,196413.0,82029.0,94610.0,93786.0,27707.0,28753.0,46336.0,363107.0,118440.0,200308.0,81868.0,89629.0,73170.0,54354.0,55069.0,91916.0,747916.0,232824.0,396721.0,163897.0,184239.0,166956.0
649,Evansville,909950.0,892008.0,1801958.0,52178.0,53717.0,94027.0,710028.0,183954.0,351093.0,167139.0,188049.0,170886.0,54724.0,57381.0,98197.0,681706.0,193033.0,361049.0,168016.0,182365.0,138292.0,106902.0,111098.0,192224.0,1391734.0,376987.0,712142.0,335155.0,370414.0,309178.0
650,Oklahoma City,1691966.0,1660110.0,3352076.0,108849.0,112696.0,177172.0,1293249.0,405982.0,716220.0,310238.0,305302.0,271727.0,113613.0,114914.0,188395.0,1243188.0,421909.0,737126.0,315217.0,289943.0,216119.0,222462.0,227610.0,365567.0,2536437.0,827891.0,1453346.0,625455.0,595245.0,487846.0
651,Lubbock,235009.0,236201.0,471210.0,15370.0,15949.0,26972.0,176718.0,64086.0,104080.0,39994.0,38199.0,34439.0,17042.0,16495.0,26926.0,175738.0,70637.0,111937.0,41300.0,36513.0,27288.0,32412.0,32444.0,53898.0,352456.0,134723.0,216017.0,81294.0,74712.0,61727.0
652,Omaha,578184.0,572662.0,1150846.0,38779.0,39954.0,62039.0,437412.0,126344.0,233596.0,107252.0,108881.0,94935.0,40830.0,41752.0,66603.0,423477.0,131833.0,241444.0,109611.0,105822.0,76211.0,79609.0,81706.0,128642.0,860889.0,258177.0,475040.0,216863.0,214703.0,171146.0
656,Panama City,189192.0,203610.0,392802.0,10291.0,10664.0,17473.0,150764.0,35926.0,69401.0,33475.0,42222.0,39141.0,10797.0,10750.0,18589.0,163474.0,46767.0,87541.0,40774.0,41984.0,33949.0,21088.0,21414.0,36062.0,314238.0,82693.0,156942.0,74249.0,84206.0,73090.0
657,Sherman-Ada,178935.0,171700.0,350635.0,10969.0,11199.0,18688.0,138079.0,36885.0,67927.0,31042.0,34883.0,35269.0,11581.0,11621.0,19346.0,129152.0,37617.0,67918.0,30301.0,32670.0,28564.0,22550.0,22820.0,38034.0,267231.0,74502.0,135845.0,61343.0,67553.0,63833.0
658,Green Bay-Appleton,2411548.0,2381307.0,4792855.0,134457.0,142009.0,235990.0,1899092.0,524720.0,958638.0,433918.0,500883.0,439571.0,141515.0,148049.0,249158.0,1842585.0,546996.0,987891.0,440895.0,489462.0,365232.0,275972.0,290058.0,485148.0,3741677.0,1071716.0,1946529.0,874813.0,990345.0,804803.0
659,Nashville,2465012.0,2356024.0,4821036.0,151278.0,152238.0,249214.0,1912282.0,571923.0,1043903.0,471980.0,473167.0,395212.0,158365.0,156033.0,261251.0,1780375.0,578603.0,1033961.0,455358.0,436162.0,310252.0,309643.0,308271.0,510465.0,3692657.0,1150526.0,2077864.0,927338.0,909329.0,705464.0
661,San Angelo,1205798.0,1189273.0,2395071.0,86696.0,86806.0,144099.0,888197.0,287826.0,501476.0,213650.0,199525.0,187196.0,90132.0,88569.0,153056.0,857516.0,307294.0,518698.0,211404.0,186758.0,152060.0,176828.0,175375.0,297155.0,1745713.0,595120.0,1020174.0,425054.0,386283.0,339256.0
662,Abilene-Sweetwater,153552.0,159810.0,313362.0,9798.0,8941.0,16452.0,118361.0,35303.0,60581.0,25278.0,28210.0,29570.0,9943.0,10345.0,17261.0,122261.0,41951.0,70148.0,28197.0,27873.0,24240.0,19741.0,19286.0,33713.0,240622.0,77254.0,130729.0,53475.0,56083.0,53810.0
669,Madison,507181.0,507358.0,1014539.0,27615.0,29066.0,48073.0,402427.0,122832.0,215572.0,92740.0,99544.0,87311.0,29457.0,29671.0,51434.0,396796.0,131110.0,227222.0,96112.0,96929.0,72645.0,57072.0,58737.0,99507.0,799223.0,253942.0,442794.0,188852.0,196473.0,159956.0
670,Ft. Smith-Fay-Sprngdl-Rgrs,445122.0,439601.0,884723.0,28510.0,29970.0,48300.0,338342.0,103683.0,187467.0,83784.0,79395.0,71480.0,30461.0,31121.0,50550.0,327469.0,107785.0,193090.0,85305.0,76418.0,57961.0,58971.0,61091.0,98850.0,665811.0,211468.0,380557.0,169089.0,155813.0,129441.0
671,Tulsa,1062435.0,1044330.0,2106765.0,65395.0,67641.0,112611.0,816788.0,226840.0,416758.0,189918.0,205435.0,194595.0,68972.0,71553.0,117218.0,786587.0,241147.0,432114.0,190967.0,195732.0,158741.0,134367.0,139194.0,229829.0,1603375.0,467987.0,848872.0,380885.0,401167.0,353336.0
673,Columbus-Tupelo-West Point,254821.0,236745.0,491566.0,15073.0,15728.0,25795.0,198225.0,57043.0,102371.0,45328.0,48681.0,47173.0,15051.0,15678.0,26364.0,179652.0,57919.0,99642.0,41723.0,44416.0,35594.0,30124.0,31406.0,52159.0,377877.0,114962.0,202013.0,87051.0,93097.0,82767.0
675,Peoria-Bloomington,893191.0,873027.0,1766218.0,53097.0,55754.0,92325.0,692015.0,188567.0,352576.0,164009.0,175150.0,164289.0,56105.0,57960.0,97305.0,661657.0,194054.0,361137.0,167083.0,169686.0,130834.0,109202.0,113714.0,189630.0,1353672.0,382621.0,713713.0,331092.0,344836.0,295123.0
676,Duluth-Superior,562699.0,572093.0,1134792.0,30949.0,32758.0,57907.0,441085.0,107747.0,207302.0,99555.0,121686.0,112097.0,32393.0,36630.0,59477.0,443593.0,118109.0,222424.0,104315.0,121921.0,99248.0,63342.0,69388.0,117384.0,884678.0,225856.0,429726.0,203870.0,243607.0,211345.0
678,Wichita-Hutchinson Plus,2046743.0,2038296.0,4085039.0,129208.0,135831.0,222119.0,1559585.0,451030.0,810393.0,359363.0,389425.0,359767.0,137055.0,144968.0,230233.0,1526040.0,485352.0,854009.0,368657.0,378515.0,293516.0,266263.0,280799.0,452352.0,3085625.0,936382.0,1664402.0,728020.0,767940.0,653283.0
679,Des Moines-Ames,592274.0,588624.0,1180898.0,36818.0,37624.0,61117.0,456715.0,134741.0,242711.0,107970.0,110859.0,103145.0,38447.0,40134.0,63857.0,446186.0,144429.0,254990.0,110561.0,108748.0,82448.0,75265.0,77758.0,124974.0,902901.0,279170.0,497701.0,218531.0,219607.0,185593.0
682,Davenport-R.Island-Moline,382658.0,374700.0,757358.0,21715.0,21760.0,39435.0,299748.0,73903.0,140753.0,66850.0,78134.0,80861.0,22743.0,23764.0,39840.0,288353.0,77174.0,145470.0,68296.0,76659.0,66224.0,44458.0,45524.0,79275.0,588101.0,151077.0,286223.0,135146.0,154793.0,147085.0
686,Mobile-Pensacola (Ft Walt),752830.0,731063.0,1483893.0,44257.0,43289.0,73682.0,591602.0,162320.0,297192.0,134872.0,153666.0,140744.0,46140.0,44174.0,77416.0,563333.0,176358.0,307977.0,131619.0,141904.0,113452.0,90397.0,87463.0,151098.0,1154935.0,338678.0,605169.0,266491.0,295570.0,254196.0
687,Bismarck-Mnt-Dcknsn(Wlstn),752480.0,781799.0,1534279.0,48932.0,48100.0,73307.0,582141.0,183200.0,310847.0,127647.0,140402.0,130892.0,52550.0,49616.0,76621.0,603012.0,209532.0,348871.0,139339.0,140428.0,113713.0,101482.0,97716.0,149928.0,1185153.0,392732.0,659718.0,266986.0,280830.0,244605.0
691,Huntsville-Decatur (Flor),1743837.0,1633562.0,3377399.0,100479.0,100020.0,172547.0,1370791.0,392150.0,713562.0,321412.0,346765.0,310464.0,103988.0,104784.0,176803.0,1247987.0,387712.0,690810.0,303098.0,319011.0,238166.0,204467.0,204804.0,349350.0,2618778.0,779862.0,1404372.0,624510.0,665776.0,548630.0
692,Beaumont-Port Arthur,230069.0,235073.0,465142.0,14788.0,15138.0,24583.0,175560.0,48397.0,89563.0,41166.0,45139.0,40858.0,15709.0,15752.0,25323.0,178289.0,56152.0,100813.0,44661.0,44374.0,33102.0,30497.0,30890.0,49906.0,353849.0,104549.0,190376.0,85827.0,89513.0,73960.0
693,Little Rock-Pine Bluff,755031.0,719358.0,1474389.0,43105.0,44955.0,74663.0,592308.0,163438.0,300341.0,136903.0,147748.0,144219.0,45283.0,46300.0,77684.0,550091.0,165305.0,297243.0,131938.0,138378.0,114470.0,88388.0,91255.0,152347.0,1142399.0,328743.0,597584.0,268841.0,286126.0,258689.0
698,Montgomery-Selma,326509.0,297003.0,623512.0,18820.0,19383.0,30426.0,257880.0,73103.0,132963.0,59860.0,64829.0,60088.0,19369.0,20477.0,32070.0,225087.0,70164.0,122678.0,52514.0,57268.0,45141.0,38189.0,39860.0,62496.0,482967.0,143267.0,255641.0,112374.0,122097.0,105229.0
702,La Crosse-Eau Claire,279267.0,281601.0,560868.0,15894.0,16502.0,27403.0,219468.0,65438.0,111434.0,45996.0,55619.0,52415.0,16436.0,17285.0,28876.0,219004.0,67368.0,116532.0,49164.0,56822.0,45650.0,32330.0,33787.0,56279.0,438472.0,132806.0,227966.0,95160.0,112441.0,98065.0
705,Wausau-Rhinelander,221528.0,224810.0,446338.0,11252.0,12245.0,20667.0,177364.0,41170.0,77837.0,36667.0,50784.0,48743.0,11709.0,12578.0,22273.0,178250.0,44648.0,83091.0,38443.0,51465.0,43694.0,22961.0,24823.0,42940.0,355614.0,85818.0,160928.0,75110.0,102249.0,92437.0
709,Tyler-Longview(Lfkn&Ncgd),387697.0,376465.0,764162.0,23770.0,25069.0,40634.0,298224.0,84503.0,151818.0,67315.0,72759.0,73647.0,25469.0,25169.0,43256.0,282571.0,87120.0,153500.0,66380.0,68946.0,60125.0,49239.0,50238.0,83890.0,580795.0,171623.0,305318.0,133695.0,141705.0,133772.0
710,Hattiesburg-Laurel,154742.0,143794.0,298536.0,9635.0,8963.0,16610.0,119534.0,36227.0,64524.0,28297.0,28507.0,26503.0,9774.0,9669.0,17341.0,107010.0,33556.0,59904.0,26348.0,26761.0,20345.0,19409.0,18632.0,33951.0,226544.0,69783.0,124428.0,54645.0,55268.0,46848.0
711,Meridian,92317.0,84496.0,176813.0,5337.0,5718.0,9536.0,71726.0,19499.0,35571.0,16072.0,18179.0,17976.0,5330.0,5668.0,9714.0,63784.0,19710.0,34348.0,14638.0,15740.0,13696.0,10667.0,11386.0,19250.0,135510.0,39209.0,69919.0,30710.0,33919.0,31672.0
716,Baton Rouge,214957.0,208688.0,423645.0,13611.0,13988.0,23940.0,163418.0,45401.0,87808.0,42407.0,41366.0,34244.0,14150.0,14946.0,23833.0,155759.0,46361.0,88113.0,41752.0,39925.0,27721.0,27761.0,28934.0,47773.0,319177.0,91762.0,175921.0,84159.0,81291.0,61965.0
717,Quincy-Hannibal-Keokuk,3230782.0,3073584.0,6304366.0,185373.0,181175.0,307008.0,2557226.0,770014.0,1387637.0,617623.0,613729.0,555860.0,194401.0,186473.0,319734.0,2372976.0,773712.0,1383225.0,609513.0,575883.0,413868.0,379774.0,367648.0,626742.0,4930202.0,1543726.0,2770862.0,1227136.0,1189612.0,969728.0
718,"Jackson, Ms",1142531.0,1055799.0,2198330.0,67024.0,72054.0,118791.0,884662.0,249701.0,465162.0,215461.0,223286.0,196214.0,70237.0,72769.0,124441.0,788352.0,241481.0,439741.0,198260.0,199358.0,149253.0,137261.0,144823.0,243232.0,1673014.0,491182.0,904903.0,413721.0,422644.0,345467.0
722,Lincoln & Hastings-Krny,370140.0,371749.0,741889.0,22711.0,23100.0,38697.0,285632.0,85879.0,147985.0,62106.0,68241.0,69406.0,24543.0,24722.0,39987.0,282497.0,91550.0,157075.0,65525.0,67957.0,57465.0,47254.0,47822.0,78684.0,568129.0,177429.0,305060.0,127631.0,136198.0,126871.0
724,Fargo,491976.0,503891.0,995867.0,31243.0,31383.0,47782.0,381568.0,115426.0,196551.0,81125.0,93685.0,91332.0,33267.0,32118.0,50725.0,387781.0,126687.0,213305.0,86618.0,95988.0,78488.0,64510.0,63501.0,98507.0,769349.0,242113.0,409856.0,167743.0,189673.0,169820.0
725,Sioux Falls(Mitchell),771783.0,782498.0,1554281.0,53503.0,54276.0,81586.0,582418.0,166950.0,297107.0,130157.0,146490.0,138821.0,54386.0,56390.0,85784.0,585938.0,180815.0,319665.0,138850.0,147149.0,119124.0,107889.0,110666.0,167370.0,1168356.0,347765.0,616772.0,269007.0,293639.0,257945.0
734,Jonesboro,112341.0,108309.0,220650.0,6711.0,7159.0,11447.0,87024.0,25332.0,45657.0,20325.0,20716.0,20651.0,7554.0,7140.0,12554.0,81061.0,25883.0,46000.0,20117.0,19099.0,15962.0,14265.0,14299.0,24001.0,168085.0,51215.0,91657.0,40442.0,39815.0,36613.0
736,Bowling Green,116518.0,112190.0,228708.0,7172.0,6611.0,12114.0,90621.0,28727.0,49669.0,20942.0,21929.0,19023.0,7378.0,6945.0,12209.0,85658.0,29287.0,49727.0,20440.0,20668.0,15263.0,14550.0,13556.0,24323.0,176279.0,58014.0,99396.0,41382.0,42597.0,34286.0
737,Mankato,155269.0,156948.0,312217.0,9498.0,10496.0,17003.0,118272.0,35919.0,63784.0,27865.0,29029.0,25459.0,10477.0,11461.0,17968.0,117042.0,37508.0,66374.0,28866.0,28779.0,21889.0,19975.0,21957.0,34971.0,235314.0,73427.0,130158.0,56731.0,57808.0,47348.0
