Market,Permanent households or heads,Residents in permanent households,Average residents per household,Variance of residents per household,"Average monthly income (heads, all)","Variance of income (heads, all)","Average monthly income (heads, with income)","Variance of income (heads, with income)","Average monthly income (ages 10+, all)","Variance of income (ages 10+, all)","Average monthly income (ages 10+, with income)","Variance of income (ages 10+, with income)",Municipality
3170529,3062,13591,4.511764705882353,4.87235294117647,500.9876470588236,345501.2270588236,569.005294117647,349854.0447058823,286.50470588235294,214937.12352941177,492.0394117647059,263013.0888235294,Minas Gerais URUCUIA
3170503,2878,10273,3.654,2.953333333333333,801.7893333333334,1033231.4646666668,833.4266666666666,1044942.4913333332,440.31,525892.08,707.2066666666667,660024.7886666667,Minas Gerais URUCÂNIA
3170578,2038,6435,3.1625,2.0825,606.03,841020.0608333334,691.1341666666667,874465.5633333334,395.1666666666667,621414.6158333333,621.8258333333333,850015.7475,Minas Gerais VARGEM ALEGRE
3170602,798,2158,2.75,1.91375,778.58875,717499.99875,869.3412500000001,739939.005,514.12875,440039.46,730.025,469059.915,Minas Gerais VARGEM BONITA
3170651,1186,4733,4.058571428571429,4.004285714285714,386.6171428571429,197925.04142857145,496.57,188798.27,242.98857142857145,130531.38857142856,464.27,133986.85714285713,Minas Gerais VARGEM GRANDE DO RIO PARDO
3170701,37546,122749,3.270647058823529,2.362941176470588,1613.2684705882357,8023026.557058824,1716.876294117647,8185862.030176471,946.8038235294116,4555255.602411765,1364.8700588235297,5607267.922235294,Minas Gerais VARGINHA
3170750,1937,6021,3.0508333333333333,1.9541666666666664,856.3258333333333,1114134.03,970.0291666666668,1211060.2275,511.33,642432.8383333333,796.7508333333334,782355.6608333333,Minas Gerais VARJÃO DE MINAS
3170909,4842,19085,4.0196875,4.780625,450.6684375,2987009.125,545.8234375,3412239.5509375,250.6534375,1079735.9021875,476.8715625,1831729.6759375,Minas Gerais VARZELÂNDIA
3171006,6445,19590,3.0342857142857143,1.9568571428571424,1179.6948571428572,3260165.3885714286,1266.832571428571,3366958.2151428573,657.3414285714285,1729261.1225714283,1022.2942857142858,2267506.2654285715,Minas Gerais VAZANTE
3171030,2118,8281,3.873333333333333,4.5441666666666665,554.6166666666667,5519129.101666667,640.3925,6827554.521666666,293.9533333333333,1905906.6791666665,517.1933333333333,3233463.176666667,Minas Gerais VERDELÂNDIA
3171071,1636,5539,3.4133333333333336,3.5191666666666666,468.9191666666666,248121.2941666667,559.7041666666667,236915.0875,293.27833333333336,166637.75416666668,490.625,169237.495,Minas Gerais VEREDINHA
3171154,1455,4686,3.23,2.24,520.1116666666667,1091753.035,653.7016666666667,1469996.16,334.95166666666665,832837.1916666668,593.4766666666667,1568611.015,Minas Gerais VERMELHO NOVO
3171105,1101,3247,2.8642857142857143,2.1585714285714284,1054.8514285714286,1936544.892857143,1134.9471428571428,2016499.852857143,565.9142857142857,1148472.6342857142,958.3528571428571,1637398.2900000005,Minas Gerais VERÍSSIMO
3171204,29790,104069,3.49396694214876,2.768429752066116,880.8452066115702,1192265.7852892564,1016.2304132231404,1216611.772644628,561.7692561983471,722743.7183471074,869.4847933884298,800918.3709090909,Minas Gerais VESPASIANO
3171402,1164,3726,3.198571428571429,2.335714285714286,672.0514285714286,2291566.035714286,743.3542857142857,2312022.6628571427,412.5157142857143,1523325.6057142855,657.4642857142857,2353908.338571429,Minas Gerais VIEIRAS
3171600,3951,13616,3.4681818181818183,3.607272727272728,484.1945454545454,369783.9995454546,602.1886363636363,364642.5431818182,288.87,226027.97318181812,531.1336363636364,258842.7918181818,Minas Gerais VIRGEM DA LAPA
3171808,2988,10508,3.5688235294117647,3.2558823529411764,650.5923529411765,870221.1000000001,746.9141176470588,941935.268235294,378.3041176470588,519136.01,637.8017647058823,679025.2670588235,Minas Gerais VIRGINÓPOLIS
3171907,1764,5646,3.203636363636364,3.047272727272728,599.0636363636363,2237094.817272727,683.6690909090909,2414908.2536363634,364.6745454545455,936899.8345454544,579.1318181818182,1321620.15,Minas Gerais VIRGOLÂNDIA
3171709,2637,8573,3.2709090909090905,2.463181818181818,697.4931818181818,2599578.5795454546,774.3968181818182,2649513.0181818185,422.1572727272727,1462202.9027272728,664.3731818181818,1965697.7913636365,Minas Gerais VIRGÍNIA
3172004,12134,37867,3.115645161290322,2.1111290322580643,947.6433870967742,1913247.6556451616,1005.6430645161292,1938534.106451613,620.303870967742,1198237.4929032258,853.0206451612903,1390912.7417741937,Minas Gerais VISCONDE DO RIO BRANCO
3171303,22727,71989,3.155636363636364,2.215909090909091,1636.9431818181818,4736951.978272728,1739.3356363636365,4776352.5521818185,945.781090909091,3036578.441272728,1393.3311818181817,3533242.485909091,Minas Gerais VIÇOSA
3172103,1535,5052,3.403,3.317,733.607,1003852.667,861.8460000000001,1080754.395,433.291,561414.932,732.764,696253.779,Minas Gerais VOLTA GRANDE
3170800,10759,35699,3.276808510638298,2.7468085106382976,713.4895744680852,1065999.554255319,816.9929787234042,1135111.7974468083,420.6285106382979,1006899.5844680852,713.4451063829787,1397188.7765957448,Minas Gerais VÁRZEA DA PALMA
3172202,783,2547,3.178,2.14,824.5440000000001,1194204.376,863.414,1223904.762,468.2720000000001,687037.1440000001,745.1859999999999,870885.0620000002,Minas Gerais WENCESLAU BRAZ
3100609,4164,15139,3.64,4.165333333333333,598.8243333333334,1635501.6923333332,664.9586666666668,2033546.445333333,333.95866666666666,687204.9940000001,543.7096666666666,1161581.8390000002,Minas Gerais ÁGUA BOA
3100708,709,2001,2.52,1.7772727272727271,1051.4845454545457,1644339.4763636366,1113.7618181818182,1678522.8909090909,676.0172727272728,1114014.6481818182,941.1909090909091,1325840.920909091,Minas Gerais ÁGUA COMPRIDA
3100906,5285,18388,3.4926666666666666,3.0166666666666666,753.177,2397626.7606666666,839.4876666666667,2568733.9943333333,421.15333333333336,1143730.066666667,667.7933333333333,1574768.3563333333,Minas Gerais ÁGUAS FORMOSAS
3101003,3469,12711,3.6177272727272727,3.791363636363636,506.47181818181815,590565.6950000001,571.6822727272728,612581.1831818181,311.2704545454545,440815.2109090909,518.4236363636363,575926.5831818181,Minas Gerais ÁGUAS VERMELHAS
2500205,1659,5528,3.319090909090909,2.8290909090909087,484.7081818181818,6652646.11,593.39,7689562.53909091,306.0772727272727,3020729.2427272727,473.3263636363636,4372471.555454546,Paraiba AGUIAR
2500304,8012,28460,3.652727272727273,3.662272727272728,459.3890909090909,983351.3715909092,558.525,1360606.8497727271,260.0609090909091,408300.4136363637,480.7806818181818,724594.7620454545,Paraiba ALAGOA GRANDE
2500403,5434,19678,3.6529166666666666,3.155416666666667,468.8975,1136702.9591666667,528.8245833333333,1239158.2516666667,264.3879166666667,479346.1558333333,465.2720833333333,760408.1233333334,Paraiba ALAGOA NOVA
2500502,3686,13533,3.725789473684211,3.6242105263157898,518.0857894736841,6913289.707894737,606.2278947368421,7338941.99736842,286.34315789473686,2553982.044736842,500.4373684210526,3937737.588947368,Paraiba ALAGOINHA
2500536,1565,5237,3.387,3.336,398.962,159399.669,450.6029999999999,155317.693,265.433,123028.255,419.548,126353.361,Paraiba ALCANTIL
2500577,673,2359,3.536,3.19,357.366,143055.886,446.292,138689.55800000002,222.528,105199.412,407.124,115097.606,Paraiba ALGODÃO DE JANDAÍRA
2500601,5017,17924,3.62,3.3662068965517244,463.11034482758623,367298.4789655173,560.6155172413793,377530.39310344827,254.51724137931035,211845.20551724132,487.0003448275862,265933.765862069,Paraiba ALHANDRA
2500734,636,2088,3.3125,2.5675,417.525,274797.46,507.7475,281968.28500000003,256.61,170589.8875,448.4375,204460.81,Paraiba AMPARO
2500775,2207,7668,3.522727272727273,2.4363636363636365,438.4336363636364,854397.6581818182,513.4136363636363,936135.8909090908,271.4336363636364,403692.2627272727,448.3136363636363,566846.5427272727,Paraiba APARECIDA
2500908,3911,12627,3.23,2.785263157894737,463.4368421052631,373243.57157894736,530.8447368421052,380067.4621052632,292.12315789473683,322534.77684210526,447.2694736842106,406140.6121052632,Paraiba ARARA
2501005,5222,18821,3.635555555555555,3.1340740740740745,394.7044444444445,452538.3014814814,483.9048148148148,481445.0681481482,240.84148148148148,231961.9988888889,420.8925925925926,314598.9477777778,Paraiba ARARUNA
2500809,5004,17190,3.505,3.112894736842105,350.825,199620.26157894736,462.7168421052632,207540.79789473684,209.95184210526315,120026.90894736844,407.5631578947368,143121.56,Paraiba ARAÇAGI
2501104,6345,23771,3.823061224489796,3.909591836734694,658.5908163265307,1054758.2365306122,736.0881632653061,1107502.927755102,345.5271428571429,589331.5704081632,589.9151020408164,773892.1536734694,Paraiba AREIA
2501153,488,1927,4.0520000000000005,3.826,517.446,434166.698,616.686,465658.374,302.494,237335.05,501.288,295492.04,Paraiba AREIA DE BARAÚNAS
2501203,1951,6438,3.3877777777777776,2.4966666666666666,424.25,291017.81444444443,497.6455555555555,302159.7077777778,271.6,196068.80666666667,452.1411111111111,233934.03222222225,Paraiba AREIAL
2501302,5421,19046,3.5876470588235296,3.454705882352941,389.8935294117647,301836.69823529414,497.0485294117648,314558.665882353,226.38970588235293,169870.07352941178,431.48205882352937,218388.50029411764,Paraiba AROEIRAS
2501351,1042,3514,3.5016666666666665,3.0416666666666665,548.265,446413.2933333334,589.0233333333334,448695.3383333334,320.345,369019.4383333333,500.86,471533.24,Paraiba ASSUNÇÃO
2501500,5930,21802,3.702380952380953,3.3009523809523804,515.1859523809524,703029.1852380952,637.2171428571428,754155.2621428571,290.09785714285715,392022.2945238095,538.9702380952381,517530.41309523815,Paraiba BANANEIRAS
2501534,1300,4220,3.285,2.643333333333333,375.8066666666667,196452.03166666665,457.485,200263.31666666665,234.28166666666667,135064.67,411.67333333333335,160606.7383333333,Paraiba BARAÚNA
2501609,4191,14136,3.4244,2.806,398.3404,253578.9748,459.3004,258584.1316,246.2884,164636.8964,407.496,195422.2352,Paraiba BARRA DE SANTA ROSA
2501575,2421,8189,3.4705555555555554,4.453888888888889,440.2955555555555,206106.02,485.8933333333333,203980.63944444444,251.96611111111116,130224.91944444444,437.1488888888889,138404.52944444446,Paraiba BARRA DE SANTANA
2501708,1633,5604,3.441,3.298,517.118,293896.916,572.091,293364.007,311.062,189296.139,496.9440000000001,204651.35,Paraiba BARRA DE SÃO MIGUEL
2501807,27934,99585,3.588692307692308,2.993923076923077,632.3020769230769,1032382.9016153846,726.3743076923078,1107775.069076923,360.64030769230766,517791.3839230769,631.4946153846154,737381.4299230769,Paraiba BAYEUX
2501401,2096,7995,4.009,4.329,380.7035,344243.1805,478.4815,362373.062,209.54450000000003,199560.1985,413.6525,278206.819,Paraiba BAÍA DA TRAIÇÃO
2501906,5150,17022,3.369166666666666,2.795,577.22375,60405152.70125001,693.5754166666667,72013022.10375,317.34125,21174196.10166667,554.72875,35176262.79208333,Paraiba BELÉM
2502003,1966,7124,3.7175,3.099375,453.75875,5063647.226875,594.545,5338486.779375001,244.961875,1441111.22375,495.938125,2278128.080625,Paraiba BELÉM DO BREJO DO CRUZ
2502052,799,3060,3.922,3.862000000000001,340.194,178438.348,535.0699999999999,171875.706,220.392,131159.592,437.866,163862.546,Paraiba BERNARDINO BATISTA
2502102,1492,5743,4.0425,4.66375,379.07125,335165.7325,505.81125,356356.94,249.29375,179609.785,430.05125,218079.98625,Paraiba BOA VENTURA
2502151,1730,6204,3.576666666666666,2.8144444444444443,612.14,389543.1477777778,666.1688888888889,389152.7833333333,346.7488888888889,241824.55,545.3033333333333,266844.8066666667,Paraiba BOA VISTA
2502201,699,2400,3.51,2.765,490.915,607264.88,551.4200000000001,642457.9574999999,294.3775,313611.005,455.515,405034.1575,Paraiba BOM JESUS
2502300,1513,5028,3.3645454545454543,2.2745454545454544,426.88545454545454,935664.7218181818,528.6872727272728,1019645.9881818184,286.83363636363634,424541.3572727272,464.4045454545454,545003.2890909091,Paraiba BOM SUCESSO
2502409,2801,10782,3.9746666666666655,4.6080000000000005,448.714,552345.9486666666,517.2653333333333,567771.5486666667,269.08,339119.1206666667,448.5693333333333,440093.6513333333,Paraiba BONITO DE SANTA FÉ
2502508,4853,16865,3.5403703703703706,3.114074074074074,534.3281481481482,371952.0677777778,571.6333333333333,383262.8877777778,320.6511111111111,289626.58555555553,489.0462962962963,358026.1355555556,Paraiba BOQUEIRÃO
2502706,1395,5084,3.70375,3.28875,445.005,443807.99,499.2475,461058.85125000007,253.00875,237282.7025,425.98375,310520.97875,Paraiba BORBOREMA
2502805,3629,13112,3.635,2.9585,579.9975000000001,4452936.024499999,667.5175,5798659.737000001,327.027,1675565.4645000002,519.4939999999999,2946867.7555,Paraiba BREJO DO CRUZ
2502904,1826,6182,3.4530000000000003,2.5330000000000004,529.126,967155.081,618.757,1060816.487,308.635,461123.792,534.331,664630.712,Paraiba BREJO DOS SANTOS
2503001,5443,20297,3.697037037037037,3.214814814814815,533.4392592592593,479054.9918518518,636.1048148148149,496050.092962963,277.77074074074073,257142.7811111111,546.2311111111111,352037.4803703704,Paraiba CAAPORÃ
2503100,1508,5021,3.316666666666667,2.54,552.021111111111,273755.85333333333,594.2022222222222,269159.34,331.2233333333333,191245.7488888889,486.0666666666667,201706.82,Paraiba CABACEIRAS
2503209,17110,57460,3.322528735632184,2.550689655172414,2006.1832183908043,21418102.578390803,2186.365747126437,22310800.34011494,1112.80816091954,10159633.486091953,1672.164712643678,13495586.00367816,Paraiba CABEDELO
2503308,2597,9530,3.727894736842105,3.88,411.9273684210526,235636.5747368421,516.3621052631579,239643.1710526316,261.7963157894737,224629.1084210526,477.8984210526316,301067.8647368421,Paraiba CACHOEIRA DOS ÍNDIOS
2503407,1031,3549,3.463333333333334,3.0666666666666664,430.025,252603.34666666668,511.29,261823.875,261.6666666666667,167095.28833333333,450.95,200730.8583333333,Paraiba CACIMBA DE AREIA
2503506,4602,16680,3.683076923076923,3.478846153846154,425.3123076923077,449140.5434615385,522.6434615384616,507229.3653846154,253.3807692307692,237979.56,432.7676923076923,316663.1953846154,Paraiba CACIMBA DE DENTRO
2503555,1808,6812,3.8845454545454543,4.538181818181818,367.1781818181818,149636.6090909091,449.7254545454545,144289.75090909092,209.07181818181817,105496.60363636364,407.7672727272727,121473.2809090909,Paraiba CACIMBAS
2503605,2100,7214,3.49,2.869090909090909,477.6045454545454,1054421.3445454545,550.0254545454545,1159402.1463636362,296.90909090909093,534242.83,489.58818181818185,781226.7636363637,Paraiba CAIÇARA
2503704,17279,58170,3.3800000000000003,2.630416666666666,803.8498611111112,2364401.9633333334,879.7618055555555,2426409.5316666667,456.2791666666666,1157228.3644444444,712.2069444444445,1518449.5691666666,Paraiba CAJAZEIRAS
2503753,824,3023,3.7283333333333335,3.098333333333333,379.2916666666667,213021.06833333333,463.94166666666666,219192.5433333333,219.41,126044.88833333332,417.405,155618.48500000002,Paraiba CAJAZEIRINHAS
2503803,1703,5632,3.381428571428572,2.76,503.1528571428571,495014.5671428572,585.9671428571428,516013.54142857145,288.2057142857143,264444.21285714285,498.64142857142855,342498.55571428576,Paraiba CALDAS BRANDÃO
2503902,1857,5735,3.119090909090909,2.663636363636364,383.1454545454546,175775.07636363636,448.5736363636363,168769.8490909091,252.14,125538.27181818182,393.9872727272727,130871.22363636363,Paraiba CAMALAÚ
2504009,111852,383710,3.430291060291061,2.691725571725572,1128.7882744282745,4790599.774199584,1227.8760083160082,5022027.646403327,628.9776091476091,2510761.8943451145,993.861891891892,3367201.244241164,Paraiba CAMPINA GRANDE
2504033,1461,5601,3.908888888888889,3.7377777777777776,399.8811111111111,599199.5844444444,531.7544444444444,665699.8977777777,220.43666666666667,252197.51666666663,460.1311111111111,377260.1633333334,Paraiba CAPIM
2504074,1191,3881,3.225,2.91,497.07375,295986.825,554.1225,299710.09,325.295,193724.55375,477.6475,207672.3575,Paraiba CARAÚBAS
2504108,590,2372,4.006666666666667,3.2433333333333336,358.6566666666667,186610.77,523.0,187789.30333333337,237.8766666666667,176788.65666666665,491.13000000000005,236336.6333333333,Paraiba CARRAPATEIRA
2504157,1947,7057,3.621,3.068,343.713,188977.163,444.642,190824.45,199.779,113965.133,372.594,141566.829,Paraiba CASSERENGUE
2504207,1307,4812,3.672222222222222,3.5122222222222224,445.7155555555556,517158.4844444445,568.1500000000001,611931.891111111,260.65777777777777,256814.97555555555,466.11777777777775,365355.4066666667,Paraiba CATINGUEIRA
2504306,8227,28648,3.504255319148936,2.613404255319149,606.3385106382979,1147057.8563829786,672.9710638297872,1198050.7512765958,366.87,891291.8006382978,572.9308510638298,1250077.8227659576,Paraiba CATOLÉ DO ROCHA
2504355,1329,4543,3.4214285714285717,2.51,556.3942857142857,6368650.29,625.9414285714286,6556938.268571428,320.8828571428571,2294541.2114285715,514.2357142857143,3399110.992857143,Paraiba CATURITÉ
2504405,5112,18256,3.645555555555556,3.277407407407407,443.16,678947.1044444444,555.3014814814815,693572.5918518519,260.1955555555556,382096.84222222224,459.84,512884.6,Paraiba CONCEIÇÃO
2504504,1891,6524,3.483,2.911,495.288,564446.437,562.1310000000001,615035.564,303.23,290396.114,468.537,368092.395,Paraiba CONDADO
2504603,5781,21295,3.721162790697674,3.5537209302325583,604.8141860465116,901164.9118604652,718.9418604651163,951613.5355813954,342.7653488372093,571860.5097674419,624.2848837209302,800194.7623255814,Paraiba CONDE
2504702,1478,4687,3.181111111111111,2.5133333333333336,400.4588888888889,174169.8388888889,470.1433333333333,172658.00555555557,263.4555555555555,154660.05,425.2955555555555,182085.44555555555,Paraiba CONGO
2504801,4351,15095,3.4833333333333334,2.7385714285714284,512.5485714285714,577489.1604761905,570.5290476190477,594952.2247619048,298.67333333333335,318434.4780952381,478.02619047619055,405747.4404761905,Paraiba COREMAS
2504850,588,1771,3.0775,1.865,481.6175,228949.5025,548.1925,220885.8175,307.17,190566.2725,461.6,203856.295,Paraiba COXIXOLA
2504900,4201,16202,3.9957142857142856,4.102380952380953,424.85428571428577,197384.76047619045,521.7919047619048,186157.4147619048,229.64190476190475,127333.47761904764,445.93666666666667,140644.05952380953,Paraiba CRUZ DO ESPÍRITO SANTO
2505006,2027,6860,3.561818181818182,2.998181818181818,406.6963636363636,567274.4818181818,492.41,609724.1436363637,244.2672727272727,271788.4,434.16909090909087,366006.2181818182,Paraiba CUBATI
2505204,1898,6864,3.6275,3.52625,466.14875,620299.12375,549.31125,695225.09875,278.36,373262.2175,475.09125,587062.6675,Paraiba CUITEGI
2505105,5869,19918,3.4294871794871797,2.670769230769231,509.1284615384616,650332.2325641026,574.5366666666666,679796.8533333334,308.93,350207.56102564104,489.7833333333333,440846.88,Paraiba CUITÉ
2505238,1729,6198,3.7153333333333336,3.999333333333333,401.92,280077.26266666665,505.0353333333333,290047.64866666665,234.97666666666663,166230.252,451.23733333333337,225693.5606666667,Paraiba CUITÉ DE MAMANGUAPE
2505279,1465,5207,3.6141666666666654,3.353333333333333,382.78583333333336,179049.36,471.11,181417.24666666667,219.7725,133239.59416666665,430.2216666666666,166159.225,Paraiba CURRAL DE CIMA
2505303,648,2487,3.896,3.594,411.68,1296562.73,498.39,1418258.7100000002,292.672,656735.226,483.588,925709.612,Paraiba CURRAL VELHO
2505352,1376,4899,3.6088888888888886,3.844444444444445,348.50333333333333,212642.3733333333,430.4155555555555,228914.5,216.07777777777773,138638.66,373.37,180027.29444444447,Paraiba DAMIÃO
2505402,2312,7974,3.455833333333333,3.0241666666666664,433.0541666666666,274273.04750000004,505.9025,283881.5975,258.72,175410.25666666668,452.5325,214923.475,Paraiba DESTERRO
2505600,1764,6616,3.943333333333334,4.026666666666667,367.06666666666666,750681.151111111,520.9755555555555,945004.717777778,231.5222222222222,609384.0888888888,470.9877777777778,1068088.55,Paraiba DIAMANTE
2505709,2956,10491,3.593157894736842,3.360526315789474,359.4563157894737,184805.96263157896,449.3636842105263,188128.41736842107,218.96947368421053,119268.20157894737,391.0057894736842,141059.55210526317,Paraiba DONA INÊS
2505808,1074,3631,3.5066666666666664,3.443333333333334,409.5233333333333,375160.855,489.99500000000006,419388.2816666667,251.705,208703.25666666668,442.37000000000006,296617.95,Paraiba DUAS ESTRADAS
2505907,819,3276,4.208,4.3740000000000006,472.588,1292346.798,554.374,1433431.408,265.28000000000003,484619.774,461.804,727932.62,Paraiba EMAS
2506004,9097,31000,3.460454545454545,2.661818181818182,504.7675,637510.7325,605.0627272727273,656449.759090909,308.8577272727273,353448.72090909095,532.1111363636363,453483.4256818182,Paraiba ESPERANÇA
2506103,3248,11397,3.7652631578947378,6.111052631578947,456.7447368421052,3396414.071578948,528.6515789473684,3533938.850526316,272.428947368421,1341126.1778947369,454.71473684210525,1885138.5647368424,Paraiba FAGUNDES
2506202,960,2923,3.1133333333333333,1.8483333333333336,489.09833333333336,889302.5449999999,569.7316666666667,959322.6116666668,347.8616666666667,2175535.105,511.785,3028501.595,Paraiba FREI MARTINHO
2506251,2229,8363,3.773333333333333,3.992,370.1226666666667,191753.7573333333,458.3333333333333,198797.05733333333,206.5006666666667,118489.67266666668,418.354,150619.09533333333,Paraiba GADO BRAVO
2506301,16252,55035,3.4214102564102564,2.623589743589744,713.618076923077,1133973.581153846,792.7025641025641,1162062.3674358977,403.78051282051285,649873.0810256411,675.5276923076923,837486.1376923077,Paraiba GUARABIRA
2506400,3870,13838,3.524545454545455,2.938636363636364,435.76,169651.04272727272,515.3063636363636,165502.27227272728,260.8031818181818,125055.57409090908,462.4736363636364,131438.80272727273,Paraiba GURINHÉM
2506509,942,3159,3.42,3.115,476.8775,310390.2175,545.6675,317205.745,302.5975,208066.725,481.9075,243087.4075,Paraiba GURJÃO
2506608,1762,6010,3.4918181818181817,3.211818181818181,402.6036363636364,340578.10545454547,497.1336363636364,356124.37,249.16454545454545,193882.45545454547,451.7509090909091,257142.86545454545,Paraiba IBIARA
2502607,1730,6137,3.658181818181818,3.43,385.4754545454545,372181.0663636364,507.38272727272727,395918.2309090909,244.30545454545452,208204.8727272727,439.99818181818176,269954.8781818182,Paraiba IGARACY
2506707,2906,11346,4.067368421052632,4.25,366.2436842105264,178856.99684210526,468.91736842105263,178823.6905263158,220.5842105263158,120692.70842105262,414.6394736842105,141848.74157894737,Paraiba IMACULADA
2506806,5230,18118,3.4645,3.114,510.43549999999993,383410.3875,611.423,385278.51,307.059,272148.1285,536.3285,331051.948,Paraiba INGÁ
2506905,7465,24460,3.2945454545454544,2.6312121212121213,541.9412121212122,423449.5515151515,601.4006060606062,427280.0342424242,324.20151515151514,289620.04484848486,526.870303030303,344413.02606060606,Paraiba ITABAIANA
2507002,6424,23135,3.701785714285714,3.573571428571429,588.7403571428571,1014463.2278571428,660.9403571428572,1046782.2075,348.2471428571429,554062.6914285715,563.3982142857143,727826.7142857143,Paraiba ITAPORANGA
2507101,4791,16989,3.6134782608695657,3.0126086956521743,429.5682608695652,344188.4486956522,513.0130434782608,362560.3086956522,247.7295652173913,188557.49086956523,438.58608695652174,243011.03130434785,Paraiba ITAPOROROCA
2507200,2835,10189,3.5307142857142857,3.087142857142857,464.9328571428572,1221706.0578571428,563.0357142857143,1407131.215,274.45428571428573,530073.9642857143,471.6714285714285,801473.2342857142,Paraiba ITATUBA
2507309,4055,13874,3.4772000000000003,3.5064,425.4136,338513.98240000004,486.6172,349936.9244,254.1132,195747.4068,424.25479999999993,245969.5296,Paraiba JACARAÚ
2507408,2107,7527,3.600909090909091,2.6554545454545457,570.7509090909091,15063603.389090909,657.1781818181818,15899207.799090909,318.83454545454543,5060175.534545454,522.2690909090909,7539950.420909091,Paraiba JERICÓ
2507507,213256,718822,3.378099260823653,2.603664202745512,1674.7963463569165,11692302.130274553,1810.7672333685323,12101490.849514255,934.3175923970432,7360440.833041182,1412.0580675818371,10010370.481541712,Paraiba JOÃO PESSOA
2507606,2187,7457,3.4490909090909088,2.943636363636364,457.86,297425.1409090909,541.1081818181818,312919.25636363635,282.9690909090909,196382.7363636364,475.28363636363633,240497.31818181812,Paraiba JUAREZ TÁVORA
2507705,4481,16733,3.693333333333334,3.3504761904761904,532.5619047619048,676151.3723809524,609.6533333333333,696033.6971428571,304.3195238095238,355592.9633333334,514.6014285714285,457948.6109523809,Paraiba JUAZEIRINHO
2507804,1895,6641,3.537272727272727,2.749090909090909,484.0981818181818,586540.3518181818,576.4890909090909,670600.6945454545,285.8718181818182,294538.97363636363,481.1709090909091,405920.8790909091,Paraiba JUNCO DO SERIDÓ
2507903,2904,10226,3.500833333333333,3.220833333333333,429.4625,186739.85916666663,526.6033333333334,182199.42333333337,265.77833333333336,151488.91333333333,477.51416666666665,163557.39083333334,Paraiba JURIPIRANGA
2508000,2715,9823,3.716111111111111,3.1127777777777776,371.4377777777778,293621.16,508.77166666666665,343334.91777777777,242.60555555555555,219606.5522222222,453.81666666666666,327182.8872222222,Paraiba JURU
2508109,1315,4681,3.5925,2.6925,325.36875,142646.845,470.75625,139271.4425,213.505,113309.09,435.9775,131421.5125,Paraiba LAGOA
2508208,2169,7358,3.4026666666666667,3.079333333333333,404.5626666666667,159667.45133333333,483.8833333333333,150976.67266666665,252.62066666666664,146443.93266666666,438.30933333333337,182233.89,Paraiba LAGOA DE DENTRO
2508307,7180,25857,3.6119444444444446,2.789722222222222,779.8319444444445,1491511.923611111,866.1147222222222,1516320.2477777775,427.8344444444445,1105880.237222222,712.1613888888888,1289440.8533333333,Paraiba LAGOA SECA
2508406,725,2804,3.878333333333333,3.588333333333334,357.395,184286.07,439.9283333333333,189953.45833333337,230.71833333333333,117656.78333333333,407.5516666666667,134057.42833333332,Paraiba LASTRO
2508505,2043,7140,3.5044444444444443,3.1344444444444446,403.59222222222223,175040.46777777778,472.1744444444444,171027.57111111112,246.7277777777778,129864.79888888888,418.6422222222222,143646.54666666666,Paraiba LIVRAMENTO
2508554,1104,3935,3.626666666666667,3.246666666666666,400.8866666666667,177878.365,471.0266666666666,177346.26333333334,250.24333333333337,124789.35833333334,417.8183333333333,136632.67,Paraiba LOGRADOURO
2508604,3102,11682,3.778823529411764,3.624117647058823,561.8570588235294,857871.1123529412,694.9576470588236,946558.9517647058,301.9223529411765,430689.3741176471,568.6470588235294,608192.6170588236,Paraiba LUCENA
2508802,1640,5576,3.465,2.8925,711.53875,20077208.81125,813.1475,23113454.02125,378.58125,6370308.0175,613.8425,10442634.06625,Paraiba MALTA
2508901,11559,42171,3.722592592592593,3.2975925925925926,571.8433333333334,671223.4766666667,660.5264814814815,740932.4068518518,307.8390740740741,401723.9288888889,566.5346296296296,608175.7179629629,Paraiba MAMANGUAPE
2509008,2929,10755,3.706666666666667,3.316190476190476,378.6809523809523,206850.22523809527,436.2419047619048,213896.4276190476,242.2595238095238,165541.61333333334,399.1747619047619,203404.40285714285,Paraiba MANAÍRA
2509057,2040,7597,3.790769230769231,3.5869230769230773,342.7638461538462,208281.66923076924,454.9876923076923,216882.56461538465,204.07692307692307,144443.77,409.4192307692307,197932.76230769232,Paraiba MARCAÇÃO
2509107,6322,21135,3.3767741935483877,2.9893548387096773,396.4112903225806,192197.59032258065,475.9370967741935,187750.0390322581,242.93451612903223,131916.81935483872,433.09806451612906,146413.6887096774,Paraiba MARI
2509156,1754,6173,3.617142857142857,2.7,512.61,436123.4271428572,606.7742857142857,458474.3085714286,290.9642857142857,258390.5357142857,487.0628571428571,334549.43857142853,Paraiba MARIZÓPOLIS
2509206,3772,12894,3.424545454545455,2.9786363636363635,444.99818181818176,259180.75545454543,530.0336363636363,255239.65590909088,274.8127272727273,173426.12363636366,483.5918181818182,193309.32227272727,Paraiba MASSARANDUBA
2509305,1956,7367,3.7418181818181817,3.5263636363636364,462.8972727272727,314810.8390909091,573.0918181818182,313636.0,257.08272727272725,202966.0045454545,495.1881818181818,254761.08272727276,Paraiba MATARACA
2509339,1136,4321,3.79,3.66,377.95,141990.62714285712,472.92285714285714,130933.59571428572,225.42428571428573,101213.89428571428,419.1928571428571,105146.71142857142,Paraiba MATINHAS
