Market,Permanent households or heads,Residents in permanent households,Average residents per household,Variance of residents per household,"Average monthly income (heads, all)","Variance of income (heads, all)","Average monthly income (heads, with income)","Variance of income (heads, with income)","Average monthly income (ages 10+, all)","Variance of income (ages 10+, all)","Average monthly income (ages 10+, with income)","Variance of income (ages 10+, with income)",Municipality
2304707,13199,52481,3.996117647058824,4.249529411764706,326.97,459074.4796470589,456.85341176470587,500091.1096470588,180.41882352941172,222290.60188235293,390.0247058823529,345788.54411764705,Ceará GRANJA
2304806,1171,4621,3.78,3.272,433.0246666666666,330591.62533333333,533.3893333333333,363821.47133333335,280.72666666666663,203345.1,453.528,245473.3253333333,Ceará GRANJEIRO
2304657,4272,15022,3.552068965517241,3.060344827586207,352.25344827586207,243857.96310344827,458.07034482758615,260264.00275862069,212.60413793103447,148517.5220689655,403.7813793103449,190662.50379310345,Ceará GRAÇA
2304905,3009,10210,3.522,2.982,553.251,887270.8969999999,609.566,942292.0245,320.1445,386379.2065,504.58,503959.59800000006,Ceará GROAÍRAS
2304954,6398,24060,3.767179487179487,3.588461538461538,461.7874358974359,402706.8256410256,532.3628205128206,403409.2982051282,259.31384615384616,238319.6333333333,483.0933333333333,303068.43871794874,Ceará GUAIÚBA
2305001,10207,37743,3.721967213114754,3.2204918032786884,461.99524590163935,608485.372295082,526.7175409836066,634168.7065573771,266.63344262295084,349386.6762295082,440.0850819672131,468194.3195081966,Ceará GUARACIABA DO NORTE
2305100,1061,4111,4.023846153846154,5.75,557.65,1351313.16,624.3192307692308,1444241.3669230768,282.0084615384616,492564.4784615384,504.27,774477.9007692307,Ceará GUARAMIRANGA
2305209,5608,19300,3.4343243243243244,3.015135135135135,412.6751351351351,647976.1324324324,479.28621621621625,668900.1940540541,251.4832432432432,313325.03972972976,407.3102702702703,404219.4416216216,Ceará HIDROLÂNDIA
2305233,15676,55082,3.526521739130435,2.8865217391304347,547.7021739130435,664741.8565217392,642.9088405797102,691907.7992753623,348.00898550724634,350198.2515942029,579.166811594203,422629.67681159417,Ceará HORIZONTE
2305266,3444,12895,3.855862068965517,3.7320689655172417,380.3124137931034,444147.0455172414,477.2896551724138,484135.5189655173,211.22620689655173,186095.0186206897,403.1086206896552,276305.31379310344,Ceará IBARETAMA
2305308,6454,23777,3.621063829787234,2.8995744680851065,525.2072340425532,1158323.155531915,588.9040425531915,1240982.0021276595,300.87936170212765,543223.3389361702,497.28531914893614,746595.0806382978,Ceará IBIAPINA
2305332,3213,11288,3.5505263157894733,2.920526315789474,319.2410526315789,247638.03,448.8136842105263,260209.4863157895,201.73947368421057,167018.0342105263,393.6942105263158,225129.23315789472,Ceará IBICUITINGA
2305357,5222,18285,3.528,2.7343333333333333,521.2833333333333,549749.329,616.9449999999999,621431.5769999999,308.6623333333334,323487.78466666664,523.689,431007.831,Ceará ICAPUÍ
2305407,18235,65348,3.585543478260869,2.903152173913043,491.5351086956521,535834.0027173914,611.0839130434782,544909.1006521739,288.9860869565218,382957.3388043479,510.0142391304347,489464.16847826086,Ceará ICÓ
2305506,28784,96359,3.3683152173913045,2.4283152173913045,839.0328260869566,2093807.7454347825,918.4104347826086,2144912.900869565,487.088097826087,1145190.4325,740.8814130434782,1462519.487989131,Ceará IGUATU
2305605,7497,25529,3.441379310344828,2.572758620689655,446.33258620689656,466726.7534482759,533.0362068965517,490665.6594827586,276.2139655172414,304470.605,454.4662068965517,381272.32,Ceará INDEPENDÊNCIA
2305654,3489,11337,3.3006666666666664,2.5126666666666666,361.2663333333333,813288.936,489.90633333333335,935232.1253333334,221.781,380720.7486666666,409.83,493313.22133333335,Ceará IPAPORANGA
2305704,3534,11976,3.4227272727272724,2.7936363636363635,535.2931818181819,6681016.505454546,609.3304545454546,7323961.093181819,316.5627272727273,2623748.186363637,506.045,4018845.661818182,Ceará IPAUMIRIM
2305803,11291,40241,3.656590909090909,3.803636363636364,531.3668181818182,1337018.5636363635,588.0936363636364,1404454.217840909,303.2885227272727,611382.0437500001,478.2014772727273,819783.1901136364,Ceará IPU
2305902,10946,37826,3.459710144927536,3.138260869565217,364.3107246376811,365657.8363768116,483.1817391304348,393579.2560869565,221.61666666666665,201237.9324637681,406.73811594202897,265147.8302898551,Ceará IPUEIRAS
2306009,3984,13700,3.4939473684210527,2.654736842105263,486.9844736842105,874121.725,576.3457894736842,928710.367368421,301.96,436308.97,484.1657894736842,571712.5821052631,Ceará IRACEMA
2306108,5574,22251,4.048857142857143,4.456,368.8331428571428,294794.9442857143,482.6325714285714,305679.8871428572,206.3988571428571,180214.64857142852,422.584,246924.51342857143,Ceará IRAUÇUBA
2306256,9297,34500,3.704084507042253,3.392394366197183,478.0792957746479,312828.3642253521,581.0211267605633,319504.0849295775,285.63140845070427,190632.3052112676,528.7112676056338,223217.04112676057,Ceará ITAITINGA
2306207,2285,7261,3.182857142857143,2.6035714285714286,472.1014285714286,324867.85000000003,541.3242857142857,326907.83928571426,289.2792857142857,191743.79857142852,446.2085714285714,218232.435,Ceará ITAIÇABA
2306306,12924,48257,3.7960526315789473,3.691973684210526,443.94947368421055,478689.2738157895,523.3331578947368,506438.714868421,258.6505263157895,293453.8959210526,451.2038157894737,404262.1828947368,Ceará ITAPAGÉ
2306405,29943,115859,3.850358974358975,3.5862564102564107,538.3853333333333,2221119.481897436,639.3548205128205,2281613.8247692306,305.8186153846154,1037142.6957435898,539.1212307692308,1376168.9742564105,Ceará ITAPIPOCA
2306504,4931,18588,3.772758620689655,3.8979310344827582,383.2789655172414,248650.42103448272,501.1844827586207,254043.7603448276,218.26896551724136,147898.4524137931,427.0441379310345,183793.5172413793,Ceará ITAPIÚNA
2306553,8880,37217,4.331702127659574,4.914468085106383,388.5676595744681,510102.15468085103,489.4397872340425,601243.9021276595,215.8421276595745,353951.9874468085,420.6451063829787,559636.9131914894,Ceará ITAREMA
2306603,4787,18872,4.051944444444445,4.416944444444444,308.3558333333333,189992.12027777772,411.44166666666666,217903.88944444444,185.05194444444444,130760.60861111112,374.7780555555556,197497.0338888889,Ceará ITATIRA
2306702,5162,17813,3.468125,2.659375,432.170625,578867.438125,508.3365625,629385.86625,255.0884375,339795.6065625,459.291875,468931.0968750001,Ceará JAGUARETAMA
2306801,2814,10235,3.467619047619048,3.1561904761904764,414.99619047619046,442632.00190476194,523.5890476190476,511802.87380952376,276.562380952381,225028.37666666668,438.5309523809524,292522.31238095235,Ceará JAGUARIBARA
2306900,10138,34340,3.3984482758620693,2.713793103448276,509.37793103448274,578005.7020689655,576.9041379310345,591585.0701724138,301.71103448275863,322398.7374137931,488.2472413793104,406972.5674137931,Ceará JAGUARIBE
2307007,9617,32161,3.502222222222222,3.1105555555555555,475.2714814814815,504685.7661111111,541.3601851851852,518858.8507407408,290.7120370370371,299665.2675925926,455.7072222222222,362905.3588888889,Ceará JAGUARUANA
2307106,6828,26646,3.904181818181818,3.690727272727273,440.4087272727273,424564.5630909091,509.7570909090909,448717.094,252.76945454545452,221984.58072727275,429.0196363636364,280705.4287272727,Ceará JARDIM
2307205,2181,7632,3.4936000000000003,2.6452,480.3532,415349.9036,536.4252,430042.5952,287.5692,253646.5988,444.6612,317515.2388,Ceará JATI
2307254,4732,16656,3.460714285714286,3.092857142857143,609.6403571428572,2591344.5,680.8310714285715,2706855.741785715,374.26214285714286,1246585.049285714,581.2639285714286,1746844.8364285715,Ceará JIJOCA DE JERICOACOARA
2307304,69151,248891,3.6005919003115263,3.154517133956386,815.1304049844236,3353327.063894081,900.6878504672896,3523038.601713396,458.2396884735202,1836461.8672274144,745.5007165109034,2583878.0906853583,Ceará JUAZEIRO DO NORTE
2307403,6760,23760,3.4538,3.063,465.1016,572050.305,585.067,649483.5184000001,275.9494,295253.6052,489.1892,411657.3502,Ceará JUCÁS
2307502,8640,31018,3.591875,3.401875,423.01125,553147.8275,527.60375,647613.7716666666,253.23895833333333,286686.0704166667,447.6625,431805.0929166667,Ceará LAVRAS DA MANGABEIRA
2307601,17143,56112,3.2710434782608697,2.320956521739131,736.1491304347826,2742335.4717391306,815.2585217391304,2885592.778173913,438.8766086956522,1439754.8444347826,696.258695652174,1973576.887913044,Ceará LIMOEIRO DO NORTE
2307635,4790,17996,3.914285714285714,3.447619047619048,371.5263492063492,231434.58365079365,488.535873015873,286283.0057142857,221.7647619047619,164602.16714285713,415.2119047619048,221944.7765079365,Ceará MADALENA
2307650,57890,208780,3.6433990147783257,3.036896551724138,628.4904926108374,865404.9604433498,743.8379310344828,963991.902315271,378.5245320197044,502077.09167487686,655.9749261083743,674226.9630541872,Ceará MARACANAÚ
