,DMA Code,DMA Name,universe,total_less_than_10_percent,total_10_to_14.9_percent,total_15_to_19.9_percent,total_20_to_24.9_percent,total_25_to_29.9_percent,total_30_to_34.9_percent,total_35_to_39.9_percent,total_40_to_49.9_percent,total_50_percent_or_more,total_not_computed
67,569,Harrisonburg,14814.0,802.0,1709.0,2365.0,1810.0,1555.0,974.0,663.0,721.0,2431.0,1784.0
68,570,Myrtle Beach-Florence,94410.0,3874.0,7653.0,10402.0,9268.0,8346.0,6931.0,5072.0,7377.0,19876.0,15611.0
69,571,Ft. Myers-Naples,912423.0,21255.0,48534.0,87478.0,103219.0,98432.0,80263.0,65446.0,90659.0,261320.0,55817.0
70,573,Roanoke-Lynchburg,84979.0,4627.0,9990.0,10427.0,7836.0,7056.0,6197.0,3542.0,6203.0,16013.0,13088.0
71,574,Johnstown-Altoona-St Colge,81579.0,4026.0,7433.0,9190.0,8152.0,8251.0,6288.0,4374.0,6003.0,18758.0,9104.0
72,575,Chattanooga,548170.0,24065.0,47995.0,70961.0,65145.0,59569.0,45852.0,33498.0,46113.0,105712.0,49260.0
73,576,Salisbury,46334.0,2185.0,3792.0,4749.0,5046.0,3933.0,3634.0,3298.0,4577.0,11113.0,4007.0
74,577,Wilkes Barre-Scranton-Hztn,652481.0,30139.0,68224.0,84570.0,78575.0,70366.0,52491.0,36074.0,47924.0,127668.0,56450.0
75,581,Terre Haute,42740.0,2432.0,4431.0,4755.0,4003.0,4224.0,3592.0,2422.0,3375.0,8471.0,5035.0
76,582,"Lafayette, In",33011.0,665.0,2772.0,3420.0,3454.0,3167.0,2971.0,2234.0,2825.0,8776.0,2727.0
77,583,Alpena,3359.0,97.0,214.0,362.0,390.0,596.0,386.0,133.0,303.0,496.0,382.0
78,584,Charlottesville,22068.0,1134.0,1788.0,3190.0,2159.0,1805.0,1577.0,1358.0,1695.0,4053.0,3309.0
79,588,South Bend-Elkhart,398273.0,16426.0,37254.0,51092.0,47467.0,44920.0,32193.0,24693.0,31671.0,81997.0,30560.0
80,592,Gainesville,52026.0,1407.0,3340.0,4410.0,4907.0,4953.0,3571.0,3255.0,4641.0,15741.0,5801.0
81,596,Zanesville,10222.0,492.0,1187.0,1199.0,1026.0,989.0,664.0,708.0,944.0,2369.0,644.0
82,597,Parkersburg,16768.0,644.0,2031.0,1725.0,1644.0,1633.0,1455.0,1119.0,1327.0,3100.0,2090.0
83,598,Clarksburg-Weston,26714.0,1635.0,2689.0,2536.0,2507.0,2675.0,2098.0,1082.0,1600.0,4461.0,5431.0
84,600,Corpus Christi,79316.0,2746.0,6916.0,8941.0,9828.0,9553.0,6455.0,5180.0,6092.0,16367.0,7238.0
85,602,Chicago,1581180.0,61776.0,144842.0,202964.0,194326.0,170099.0,129875.0,93442.0,121323.0,355613.0,106920.0
86,603,Joplin-Pittsburg,81110.0,4370.0,8426.0,10552.0,8656.0,8582.0,5890.0,4324.0,6085.0,14150.0,10075.0
87,604,Columbia-Jefferson City,62714.0,2794.0,6597.0,8934.0,7725.0,6811.0,4233.0,3500.0,4970.0,12059.0,5091.0
88,605,Topeka,66720.0,2896.0,6306.0,9072.0,8966.0,6948.0,5920.0,3833.0,5643.0,12694.0,4442.0
89,606,Dothan,33071.0,1530.0,3318.0,3952.0,4363.0,3354.0,2189.0,1670.0,2133.0,6514.0,4048.0
90,609,St. Louis,687823.0,29861.0,68894.0,93098.0,82867.0,72917.0,54325.0,40314.0,53613.0,140017.0,51917.0
91,610,Rockford,59186.0,2885.0,5921.0,7486.0,7730.0,6218.0,4763.0,3198.0,4333.0,12469.0,4183.0
92,611,Rochestr-Mason City-Austin,39906.0,2182.0,4331.0,4765.0,5589.0,4723.0,3266.0,1953.0,2729.0,7468.0,2900.0
93,612,Shreveport,185840.0,8889.0,17951.0,19359.0,16729.0,17043.0,13893.0,9706.0,14981.0,38046.0,29243.0
94,613,Minneapolis-St. Paul,1079505.0,45370.0,105291.0,147159.0,145059.0,127883.0,93740.0,64962.0,81177.0,215849.0,53015.0
95,616,Kansas City,352349.0,15316.0,33392.0,51105.0,47464.0,38799.0,30298.0,21422.0,28193.0,66241.0,20119.0
96,617,Milwaukee,348700.0,14351.0,37888.0,46543.0,42915.0,36803.0,27476.0,20464.0,26490.0,77897.0,17873.0
97,618,Houston,979567.0,35091.0,80908.0,120485.0,119483.0,109217.0,83418.0,63385.0,87542.0,220580.0,59458.0
98,619,"Springfield, Mo",197339.0,8131.0,19841.0,27126.0,23669.0,20031.0,15912.0,11673.0,13450.0,35943.0,21563.0
99,622,New Orleans,227981.0,8737.0,17380.0,23435.0,21557.0,20659.0,17473.0,13819.0,18875.0,61714.0,24332.0
100,623,Dallas-Ft. Worth,1119736.0,36214.0,97080.0,153972.0,154299.0,126069.0,101271.0,73886.0,98204.0,220694.0,58047.0
101,624,Sioux City,412220.0,22975.0,46155.0,54879.0,52721.0,42733.0,30095.0,20920.0,29377.0,78759.0,33606.0
102,625,Waco-Temple-Bryan,2054706.0,71303.0,165493.0,253880.0,260407.0,227892.0,176158.0,133507.0,179157.0,458030.0,128879.0
103,626,Victoria,10648.0,429.0,976.0,1151.0,1351.0,1211.0,685.0,726.0,1001.0,2169.0,949.0
104,627,Wichita Falls & Lawton,57430.0,2849.0,6148.0,7680.0,6585.0,5511.0,4338.0,3825.0,3823.0,10704.0,5967.0
105,628,Monroe-El Dorado,58615.0,2247.0,4161.0,4738.0,4933.0,4028.0,5176.0,3162.0,5153.0,13118.0,11899.0
106,630,Birmingham (Ann And Tusc),458907.0,19856.0,42532.0,54920.0,48851.0,47348.0,33300.0,24483.0,34691.0,91931.0,60995.0
107,631,Ottumwa-Kirksville,14185.0,572.0,1554.0,1592.0,1463.0,1329.0,1284.0,761.0,815.0,2832.0,1983.0
108,632,Paducah-Cape Girard-Harsbg,264210.0,12278.0,26082.0,31446.0,28769.0,26022.0,19926.0,14629.0,19028.0,52127.0,33903.0
109,633,Odessa-Midland,52484.0,3839.0,5899.0,6369.0,6141.0,4170.0,4811.0,2451.0,3453.0,10014.0,5337.0
110,634,Amarillo,68558.0,3194.0,7084.0,9907.0,8847.0,6036.0,5434.0,3094.0,4642.0,12862.0,7458.0
111,635,Austin,342808.0,12226.0,27751.0,44633.0,48273.0,41509.0,30996.0,21781.0,28972.0,71534.0,15133.0
112,636,Harlingen-Wslco-Brnsvl-Mca,127046.0,5790.0,11632.0,12693.0,11579.0,12418.0,9925.0,7842.0,10034.0,29917.0,15216.0
113,637,Cedar Rapids-Wtrlo-Iwc&Dub,103603.0,4710.0,10391.0,14045.0,12823.0,10656.0,7406.0,5049.0,7859.0,22919.0,7745.0
114,638,St. Joseph,21326.0,947.0,2486.0,2819.0,2376.0,2395.0,1288.0,1120.0,1396.0,4164.0,2335.0
115,639,"Jackson, Tn",30742.0,938.0,2549.0,3022.0,3187.0,3171.0,2530.0,1330.0,2283.0,7050.0,4682.0
116,640,Memphis,946572.0,41517.0,88654.0,109319.0,104696.0,96580.0,73355.0,52440.0,71667.0,190146.0,118198.0
117,641,San Antonio,965771.0,38158.0,86173.0,122030.0,123489.0,102294.0,80363.0,61338.0,81455.0,192122.0,78349.0
118,642,"Lafayette, La",70271.0,3591.0,6074.0,6715.0,7112.0,6220.0,4936.0,4631.0,5954.0,14199.0,10839.0
119,643,Lake Charles,29866.0,1567.0,2876.0,3953.0,2846.0,2745.0,2084.0,2116.0,2359.0,5917.0,3403.0
120,644,"Alexandria, La",32144.0,955.0,2742.0,3275.0,3693.0,2766.0,2573.0,1911.0,2401.0,7091.0,4737.0
121,647,Greenwood-Greenville,26794.0,1100.0,2184.0,2187.0,2341.0,2706.0,1928.0,1295.0,2428.0,6033.0,4592.0
122,648,Champaign&Sprngfld-Decatur,126690.0,6204.0,12727.0,15542.0,14706.0,11963.0,10076.0,7067.0,8020.0,27813.0,12572.0
123,649,Evansville,195622.0,10981.0,21635.0,24715.0,22630.0,19694.0,13789.0,10067.0,12801.0,34226.0,25084.0
124,650,Oklahoma City,446313.0,20116.0,45649.0,60665.0,54902.0,44124.0,33872.0,25014.0,33107.0,89410.0,39454.0
125,651,Lubbock,67837.0,2823.0,5116.0,7636.0,6911.0,7032.0,5547.0,2929.0,5512.0,17011.0,7320.0
126,652,Omaha,150690.0,6937.0,16905.0,22027.0,18941.0,16379.0,12932.0,8994.0,11565.0,25948.0,10062.0
127,656,Panama City,43615.0,1565.0,2780.0,4484.0,4769.0,4237.0,4306.0,2786.0,4032.0,9112.0,5544.0
128,657,Sherman-Ada,41679.0,2082.0,4182.0,4975.0,4934.0,4754.0,3031.0,2361.0,3037.0,6999.0,5324.0
129,658,Green Bay-Appleton,662844.0,29137.0,76782.0,92855.0,84862.0,71182.0,51650.0,36049.0,49065.0,134128.0,37134.0
130,659,Nashville,642594.0,24885.0,55533.0,78261.0,75704.0,73646.0,55249.0,39615.0,50207.0,133096.0,56398.0
131,661,San Angelo,266137.0,10171.0,24516.0,30243.0,27861.0,26443.0,21919.0,16772.0,20452.0,56707.0,31053.0
132,662,Abilene-Sweetwater,36836.0,1314.0,3809.0,4808.0,4493.0,3855.0,2945.0,2571.0,2404.0,5929.0,4708.0
133,669,Madison,147420.0,5983.0,15583.0,20324.0,19521.0,17370.0,11966.0,8329.0,10981.0,30115.0,7248.0
134,670,Ft. Smith-Fay-Sprngdl-Rgrs,120781.0,6247.0,14655.0,16957.0,15669.0,13314.0,9457.0,6549.0,8345.0,19343.0,10245.0
135,671,Tulsa,257878.0,13619.0,25992.0,33118.0,30983.0,25153.0,18118.0,14984.0,19363.0,46704.0,29844.0
136,673,Columbus-Tupelo-West Point,57125.0,2801.0,5570.0,5828.0,6004.0,4323.0,3660.0,2756.0,4169.0,11696.0,10318.0
137,675,Peoria-Bloomington,196458.0,9944.0,21750.0,24722.0,22840.0,19400.0,14665.0,11220.0,14173.0,40415.0,17329.0
138,676,Duluth-Superior,102605.0,5177.0,10115.0,12385.0,11982.0,10996.0,8902.0,5529.0,7693.0,21092.0,8734.0
139,678,Wichita-Hutchinson Plus,538034.0,28260.0,54082.0,74962.0,70036.0,56779.0,44024.0,30687.0,42405.0,96848.0,39951.0
140,679,Des Moines-Ames,144348.0,8169.0,14957.0,19623.0,20399.0,14749.0,11119.0,7801.0,10345.0,27297.0,9889.0
141,682,Davenport-R.Island-Moline,86547.0,4569.0,8924.0,11254.0,10450.0,8221.0,6961.0,4629.0,6898.0,16984.0,7657.0
142,686,Mobile-Pensacola (Ft Walt),176557.0,5877.0,13425.0,19916.0,19839.0,19033.0,15587.0,10596.0,16108.0,36273.0,19903.0
143,687,Bismarck-Mnt-Dcknsn(Wlstn),228447.0,13910.0,26416.0,32037.0,29246.0,21846.0,16052.0,12751.0,15309.0,43265.0,17615.0
144,691,Huntsville-Decatur (Flor),415115.0,17911.0,38493.0,47039.0,45112.0,42594.0,30978.0,21727.0,32089.0,86848.0,52324.0
145,692,Beaumont-Port Arthur,53654.0,3093.0,4455.0,5879.0,5848.0,5206.0,4454.0,3506.0,4098.0,10233.0,6882.0
146,693,Little Rock-Pine Bluff,190462.0,8759.0,18734.0,23310.0,21471.0,19489.0,15132.0,10717.0,13832.0,36204.0,22814.0
147,698,Montgomery-Selma,81413.0,3396.0,6391.0,8389.0,7463.0,8359.0,5358.0,4252.0,6437.0,19133.0,12235.0
148,702,La Crosse-Eau Claire,67531.0,3016.0,8437.0,9488.0,8243.0,7412.0,5027.0,3544.0,5062.0,12299.0,5003.0
149,705,Wausau-Rhinelander,50007.0,2638.0,6753.0,6992.0,5939.0,5227.0,3908.0,2537.0,3331.0,8723.0,3959.0
150,709,Tyler-Longview(Lfkn&Ncgd),86479.0,3422.0,8026.0,10763.0,9929.0,7615.0,6746.0,5469.0,7019.0,17745.0,9745.0
151,710,Hattiesburg-Laurel,32656.0,1920.0,2582.0,2599.0,3291.0,2692.0,2646.0,2201.0,2272.0,7153.0,5300.0
152,711,Meridian,19989.0,941.0,1470.0,1714.0,1999.0,1843.0,1355.0,717.0,1418.0,4468.0,4064.0
153,716,Baton Rouge,33138.0,1459.0,2627.0,3360.0,3380.0,1559.0,2261.0,1773.0,1681.0,5735.0,9303.0
154,717,Quincy-Hannibal-Keokuk,977686.0,40952.0,86281.0,126543.0,123330.0,104009.0,79841.0,56749.0,75333.0,222843.0,61805.0
155,718,"Jackson, Ms",262677.0,8863.0,22237.0,27109.0,29843.0,28317.0,20141.0,15257.0,20839.0,52565.0,37506.0
156,722,Lincoln & Hastings-Krny,102415.0,6168.0,11995.0,14018.0,13161.0,10371.0,7158.0,6219.0,6674.0,18324.0,8327.0
157,724,Fargo,137515.0,8249.0,17196.0,19844.0,17009.0,13272.0,10065.0,6671.0,9425.0,25718.0,10066.0
158,725,Sioux Falls(Mitchell),196682.0,12501.0,24220.0,28688.0,25490.0,19718.0,15215.0,9528.0,12996.0,30489.0,17837.0
159,734,Jonesboro,31554.0,1239.0,3396.0,4266.0,3306.0,2864.0,2773.0,1379.0,2331.0,5687.0,4313.0
160,736,Bowling Green,32028.0,1604.0,3091.0,4073.0,3595.0,3532.0,2019.0,1921.0,1926.0,7427.0,2840.0
161,737,Mankato,30721.0,1257.0,2870.0,3696.0,3956.0,3637.0,2732.0,1684.0,2428.0,6423.0,2038.0
162,740,North Platte,264336.0,14061.0,29818.0,37343.0,33659.0,27934.0,21002.0,15428.0,18591.0,46355.0,20145.0
163,743,Anchorage,65368.0,3173.0,5044.0,8528.0,8985.0,6898.0,5753.0,4194.0,5135.0,11764.0,5894.0
164,744,Honolulu,185589.0,6813.0,12255.0,18469.0,20226.0,19988.0,15800.0,12832.0,18035.0,47283.0,13888.0
165,745,Fairbanks,15502.0,869.0,1226.0,2622.0,1781.0,1777.0,1252.0,935.0,1609.0,2441.0,990.0
166,746,Biloxi-Gulfport,50674.0,1659.0,4706.0,4759.0,6373.0,5079.0,3861.0,2954.0,4998.0,11474.0,4811.0
167,747,Juneau,4707.0,173.0,622.0,575.0,875.0,596.0,337.0,198.0,344.0,801.0,186.0
168,749,Laredo,29691.0,1099.0,2095.0,3426.0,2771.0,2734.0,2148.0,1969.0,2720.0,7055.0,3674.0
169,751,Denver,585825.0,17777.0,41023.0,68961.0,75332.0,71008.0,55844.0,38938.0,52962.0,134869.0,29111.0
170,752,Colorado Springs-Pueblo,127923.0,3944.0,8683.0,14565.0,16545.0,14063.0,11963.0,9321.0,12349.0,30093.0,6397.0
171,753,Phoenix (Prescott),719777.0,26869.0,60119.0,88870.0,97265.0,82171.0,59099.0,45644.0,61912.0,149634.0,48194.0
172,754,Butte-Bozeman,27537.0,1324.0,2500.0,3342.0,3490.0,2839.0,2177.0,1548.0,1750.0,6172.0,2395.0
173,755,Great Falls,22548.0,1660.0,2204.0,2649.0,2611.0,2065.0,1424.0,1224.0,1938.0,3746.0,3027.0
174,756,Billings,35853.0,2433.0,3990.0,4739.0,3893.0,3628.0,2863.0,1985.0,2742.0,5740.0,3840.0
175,757,Boise,91370.0,3405.0,8472.0,12868.0,11619.0,10493.0,7594.0,5792.0,7855.0,15767.0,7505.0
176,758,Idaho Fals-Pocatllo(Jcksn),43533.0,2728.0,4437.0,5135.0,5891.0,4339.0,2943.0,2653.0,3794.0,8393.0,3220.0
177,759,Cheyenne-Scottsbluff,17851.0,831.0,1795.0,2322.0,2263.0,1893.0,1536.0,1011.0,1409.0,3193.0,1598.0
178,760,Twin Falls,21324.0,1362.0,2325.0,2385.0,2433.0,2137.0,1459.0,1591.0,1345.0,3381.0,2906.0
179,762,Missoula,40279.0,1979.0,3438.0,4186.0,4904.0,4837.0,3861.0,2524.0,2749.0,8957.0,2844.0
180,764,Rapid City,31590.0,1746.0,2881.0,3877.0,3838.0,3910.0,2817.0,1761.0,2479.0,5255.0,3026.0
181,765,El Paso (Las Cruces),191460.0,7463.0,15721.0,22318.0,20441.0,20684.0,15595.0,12704.0,16681.0,39011.0,20842.0
182,766,Helena,36860.0,2916.0,3486.0,4354.0,3838.0,4153.0,2582.0,1809.0,2728.0,6243.0,4751.0
183,767,Casper-Riverton,16970.0,807.0,1976.0,1988.0,2003.0,2242.0,1199.0,1132.0,1351.0,2322.0,1950.0
184,770,Salt Lake City,311859.0,12423.0,30962.0,44720.0,41245.0,35297.0,28248.0,19282.0,25345.0,56236.0,18101.0
185,771,Yuma-El Centro,42583.0,1769.0,3892.0,5352.0,4407.0,4700.0,4003.0,2964.0,2630.0,9658.0,3208.0
186,773,Grand Junction-Montrose,23049.0,1398.0,1942.0,2456.0,2514.0,2520.0,1546.0,1692.0,1918.0,5482.0,1581.0
187,789,Tucson (Sierra Vista),168702.0,6152.0,13862.0,20783.0,19236.0,17484.0,14798.0,10279.0,14442.0,39126.0,12540.0
188,790,Albuquerque-Santa Fe,254771.0,12612.0,23317.0,29492.0,27261.0,25666.0,19637.0,14939.0,20295.0,51276.0,30276.0
189,798,Glendive,1435.0,131.0,69.0,244.0,140.0,235.0,4.0,80.0,133.0,237.0,162.0
190,801,Eugene,101427.0,3387.0,6828.0,11012.0,11614.0,10976.0,8542.0,6482.0,9173.0,26105.0,7308.0
191,802,Eureka,26458.0,903.0,1382.0,2398.0,2229.0,2441.0,2226.0,2299.0,2161.0,8418.0,2001.0
192,803,Los Angeles,3914824.0,122368.0,265132.0,409832.0,450841.0,426804.0,354172.0,263599.0,376184.0,1059112.0,186780.0
193,807,San Francisco-Oak-San Jose,1155289.0,56112.0,110464.0,151033.0,147332.0,127655.0,97053.0,69950.0,95677.0,251259.0,48754.0
194,810,Yakima-Pasco-Rchlnd-Knnwck,88818.0,3887.0,9020.0,10868.0,11073.0,9947.0,7339.0,5175.0,6816.0,18254.0,6439.0
195,811,Reno,110784.0,5090.0,9355.0,15041.0,14235.0,13648.0,9677.0,7349.0,10350.0,21139.0,4900.0
196,813,Medford-Klamath Falls,64367.0,2330.0,4850.0,6737.0,7387.0,6079.0,6168.0,3712.0,5670.0,16784.0,4650.0
197,819,Seattle-Tacoma,795759.0,25688.0,61950.0,105617.0,108807.0,95819.0,75154.0,52687.0,67140.0,165679.0,37218.0
