,DMA Code,DMA Name,universe,male_bachelors_degree,male_masters_degree,male_professional_school_degree,male_doctorate_degree,female_bachelors_degree,female_masters_degree,female_professional_school_degree,female_doctorate_degree,male_bachelors_or_higher,female_bachelors_or_higher,total_bachelors_or_higher
169,751,Denver,3142297.0,420161.0,170382.0,44741.0,33073.0,437672.0,201268.0,35228.0,25129.0,668357.0,699297.0,1367654.0
170,752,Colorado Springs-Pueblo,677984.0,66623.0,32244.0,6453.0,5454.0,73170.0,35989.0,4804.0,3331.0,110774.0,117294.0,228068.0
171,753,Phoenix (Prescott),3847923.0,360538.0,146185.0,43840.0,27312.0,380450.0,169380.0,28947.0,21420.0,577875.0,600197.0,1178072.0
172,754,Butte-Bozeman,129853.0,17383.0,5716.0,1637.0,1794.0,17844.0,6235.0,1609.0,1067.0,26530.0,26755.0,53285.0
173,755,Great Falls,113580.0,9759.0,2593.0,864.0,355.0,11090.0,3669.0,738.0,292.0,13571.0,15789.0,29360.0
174,756,Billings,200791.0,19219.0,5528.0,2370.0,1551.0,22302.0,7589.0,1478.0,847.0,28668.0,32216.0,60884.0
175,757,Boise,555663.0,55665.0,20159.0,6079.0,4428.0,61811.0,20208.0,3407.0,2536.0,86331.0,87962.0,174293.0
176,758,Idaho Fals-Pocatllo(Jcksn),242985.0,23592.0,8720.0,2324.0,2574.0,26358.0,6682.0,983.0,1111.0,37210.0,35134.0,72344.0
177,759,Cheyenne-Scottsbluff,104229.0,8347.0,3320.0,1031.0,599.0,10288.0,4231.0,736.0,535.0,13297.0,15790.0,29087.0
178,760,Twin Falls,126491.0,8144.0,3398.0,1131.0,727.0,10137.0,3585.0,496.0,370.0,13400.0,14588.0,27988.0
179,762,Missoula,221684.0,24192.0,7854.0,3697.0,2102.0,26642.0,9969.0,1990.0,1515.0,37845.0,40116.0,77961.0
180,764,Rapid City,183628.0,15588.0,5786.0,1949.0,1009.0,18479.0,6614.0,1184.0,967.0,24332.0,27244.0,51576.0
181,765,El Paso (Las Cruces),1086852.0,79931.0,35141.0,9416.0,9441.0,92941.0,47532.0,6893.0,5820.0,133929.0,153186.0,287115.0
182,766,Helena,227007.0,21537.0,7249.0,2018.0,1427.0,24786.0,9592.0,1258.0,1037.0,32231.0,36673.0,68904.0
183,767,Casper-Riverton,99585.0,6602.0,3100.0,912.0,432.0,7797.0,3895.0,513.0,168.0,11046.0,12373.0,23419.0
184,770,Salt Lake City,1986907.0,217625.0,91278.0,24030.0,19930.0,227731.0,70624.0,11262.0,8475.0,352863.0,318092.0,670955.0
185,771,Yuma-El Centro,245219.0,12149.0,4145.0,1391.0,525.0,13611.0,4711.0,945.0,315.0,18210.0,19582.0,37792.0
186,773,Grand Junction-Montrose,136567.0,11214.0,3828.0,1233.0,952.0,13011.0,4699.0,878.0,739.0,17227.0,19327.0,36554.0
187,789,Tucson (Sierra Vista),817777.0,72300.0,36027.0,9908.0,8747.0,80870.0,42314.0,7052.0,6904.0,126982.0,137140.0,264122.0
188,790,Albuquerque-Santa Fe,1470818.0,107281.0,52079.0,14576.0,15745.0,124108.0,72804.0,11270.0,9709.0,189681.0,217891.0,407572.0
189,798,Glendive,7313.0,685.0,104.0,22.0,39.0,582.0,349.0,53.0,10.0,850.0,994.0,1844.0
190,801,Eugene,446427.0,38210.0,15605.0,4918.0,5919.0,43506.0,21776.0,3702.0,4042.0,64652.0,73026.0,137678.0
191,802,Eureka,112886.0,9345.0,2785.0,1128.0,982.0,11795.0,4178.0,1095.0,504.0,14240.0,17572.0,31812.0
192,803,Los Angeles,17067265.0,1881906.0,690696.0,248647.0,147859.0,2020634.0,800377.0,211138.0,111534.0,2969108.0,3143683.0,6112791.0
193,807,San Francisco-Oak-San Jose,5323822.0,729331.0,384968.0,93144.0,102503.0,783112.0,391008.0,92433.0,62173.0,1309946.0,1328726.0,2638672.0
194,810,Yakima-Pasco-Rchlnd-Knnwck,464049.0,32661.0,13255.0,4058.0,3561.0,34850.0,16795.0,2223.0,1769.0,53535.0,55637.0,109172.0
195,811,Reno,516960.0,44519.0,15944.0,6085.0,4072.0,45964.0,19470.0,4185.0,2735.0,70620.0,72354.0,142974.0
196,813,Medford-Klamath Falls,325885.0,22880.0,8984.0,3714.0,1871.0,26755.0,12103.0,2135.0,1255.0,37449.0,42248.0,79697.0
197,819,Seattle-Tacoma,3808099.0,460900.0,198931.0,51983.0,38507.0,481035.0,222569.0,44225.0,27426.0,750321.0,775255.0,1525576.0
198,820,"Portland, Or",2412623.0,262819.0,98993.0,31221.0,23063.0,276859.0,125108.0,24819.0,17257.0,416096.0,444043.0,860139.0
199,821,"Bend, Or",140178.0,14538.0,6222.0,2217.0,1454.0,17470.0,8020.0,1510.0,682.0,24431.0,27682.0,52113.0
200,825,San Diego,2264907.0,268048.0,110629.0,34148.0,28483.0,279057.0,121212.0,31615.0,20456.0,441308.0,452340.0,893648.0
201,828,Monterey-Salinas,496857.0,42905.0,18716.0,6039.0,5626.0,50640.0,22858.0,5899.0,3385.0,73286.0,82782.0,156068.0
202,839,Las Vegas,1566909.0,124740.0,41789.0,15650.0,7686.0,132957.0,50844.0,10138.0,5666.0,189865.0,199605.0,389470.0
203,855,Santabarbra-Sanmar-Sanluob,8143866.0,810046.0,271511.0,107818.0,58683.0,891255.0,337339.0,87466.0,46776.0,1248058.0,1362836.0,2610894.0
204,862,Sacramnto-Stkton-Modesto,2596246.0,220717.0,75035.0,29100.0,16195.0,252061.0,94174.0,26097.0,12525.0,341047.0,384857.0,725904.0
205,866,Fresno-Visalia,1252556.0,70592.0,21376.0,8940.0,4420.0,83557.0,28769.0,9148.0,3168.0,105328.0,124642.0,229970.0
206,868,Chico-Redding,351764.0,26116.0,6746.0,3655.0,2004.0,29230.0,10929.0,3168.0,1028.0,38521.0,44355.0,82876.0
207,881,Spokane,817387.0,69169.0,25032.0,8332.0,6585.0,76523.0,30704.0,5899.0,4444.0,109118.0,117570.0,226688.0
