,DMA Code,DMA Name,universe,afghan,albanian,alsatian,american,arab,egyptian,iraqi,jordanian,lebanese,moroccan,palestinian,syrian,all_arab,other_arab,armenian,assyrian_chaldean_syriac,australian,austrian,basque,belgian,brazilian,british,bulgarian,cajun,canadian,carpatho_rusyn,celtic,croatian,cypriot,czech,czechoslovakian,danish,dutch,eastern_european,english,estonian,european,finnish,french_except_basque,french_canadian,german,german_russian,greek,guyanese,hungarian,icelander,iranian,irish,israeli,italian,latvian,lithuanian,luxemburger,macedonian,maltese,new_zealander,northern_european,norwegian,pennsylvania_german,polish,portuguese,romanian,russian,scandinavian,scotch-irish,scottish,serbian,slavic,slovak,slovene,soviet_union,subsaharan_african,cape_verdean,ethiopian,ghanaian,kenyan,liberian,nigerian,senegalese,sierra_leonean,somali,south_african,sudanese,ugandan,zimbabwean,african,other_subsaharan_african,swedish,swiss,turkish,ukranian,welsh,west_indian_except_hispanic_groups,bahamian,barbadian,belizean,bermudan,british_west_indian,dutch_west_indian,haitian,jamaican,trinidadian_and_tobagonian,us_virgin_islander,west_indian,other_west_indian,yugoslavian,other_groups
41,541,Lexington,664031.0,35.0,201.0,0.0,216213.0,3206.0,224.0,138.0,295.0,252.0,37.0,213.0,119.0,981.0,947.0,60.0,0.0,25.0,135.0,0.0,232.0,112.0,4111.0,269.0,121.0,428.0,0.0,61.0,106.0,0.0,218.0,97.0,299.0,2278.0,972.0,73086.0,0.0,17970.0,160.0,4351.0,778.0,43916.0,26.0,674.0,21.0,696.0,0.0,780.0,50492.0,10.0,7285.0,13.0,142.0,23.0,27.0,0.0,13.0,1016.0,1144.0,652.0,2812.0,487.0,69.0,1388.0,696.0,11881.0,10431.0,74.0,105.0,116.0,36.0,0.0,5125.0,0.0,186.0,131.0,58.0,0.0,720.0,26.0,0.0,6.0,257.0,34.0,67.0,9.0,2011.0,1620.0,1008.0,766.0,50.0,1357.0,2089.0,1002.0,60.0,0.0,52.0,0.0,19.0,8.0,578.0,212.0,64.0,0.0,9.0,0.0,52.0,192033.0
42,542,Dayton,563400.0,0.0,17.0,9.0,79907.0,3897.0,308.0,434.0,488.0,348.0,46.0,494.0,59.0,413.0,1307.0,56.0,11.0,96.0,712.0,0.0,126.0,133.0,3156.0,138.0,3.0,511.0,13.0,77.0,284.0,0.0,560.0,235.0,622.0,3059.0,1691.0,37970.0,81.0,19212.0,239.0,5270.0,1049.0,123681.0,0.0,1204.0,42.0,1913.0,9.0,117.0,34938.0,13.0,11179.0,72.0,491.0,5.0,138.0,16.0,0.0,497.0,1613.0,432.0,4734.0,308.0,230.0,791.0,718.0,4871.0,7585.0,61.0,141.0,484.0,102.0,0.0,7378.0,4.0,257.0,113.0,86.0,164.0,620.0,0.0,0.0,0.0,4.0,164.0,0.0,20.0,5166.0,780.0,1355.0,831.0,1811.0,289.0,2348.0,1059.0,58.0,57.0,178.0,0.0,0.0,26.0,228.0,295.0,75.0,0.0,142.0,0.0,137.0,192673.0
43,543,Springfield-Holyoke,339934.0,0.0,339.0,0.0,26198.0,2290.0,144.0,819.0,47.0,753.0,246.0,111.0,63.0,31.0,76.0,509.0,0.0,51.0,143.0,0.0,86.0,935.0,1445.0,98.0,10.0,1789.0,0.0,37.0,69.0,14.0,224.0,32.0,265.0,699.0,1482.0,14110.0,31.0,4800.0,426.0,13651.0,16691.0,6649.0,0.0,1519.0,88.0,329.0,0.0,349.0,27029.0,59.0,17509.0,49.0,884.0,0.0,8.0,8.0,49.0,473.0,779.0,22.0,24081.0,6540.0,796.0,3985.0,161.0,1102.0,3170.0,0.0,195.0,267.0,10.0,0.0,4125.0,549.0,78.0,211.0,133.0,48.0,434.0,20.0,17.0,645.0,44.0,78.0,0.0,74.0,1720.0,74.0,1143.0,130.0,1459.0,2202.0,226.0,4915.0,0.0,91.0,0.0,0.0,57.0,0.0,641.0,3690.0,256.0,90.0,85.0,5.0,169.0,143031.0
44,544,Norfolk-Portsmth-Newpt Nws,1970378.0,4701.0,509.0,57.0,309282.0,10970.0,1873.0,618.0,345.0,1654.0,2181.0,493.0,184.0,1079.0,2543.0,508.0,12.0,282.0,1256.0,72.0,516.0,1076.0,13707.0,692.0,177.0,1922.0,28.0,173.0,527.0,142.0,1513.0,744.0,1258.0,5096.0,5021.0,146419.0,13.0,54307.0,1026.0,11307.0,5302.0,95937.0,44.0,4812.0,404.0,2641.0,121.0,1345.0,87528.0,361.0,39439.0,189.0,1159.0,28.0,55.0,27.0,74.0,3624.0,6549.0,722.0,16315.0,2311.0,1610.0,4661.0,2527.0,23438.0,23385.0,425.0,360.0,1651.0,252.0,0.0,70935.0,151.0,9341.0,3549.0,472.0,573.0,2356.0,58.0,1217.0,633.0,387.0,692.0,15.0,66.0,48601.0,2824.0,4029.0,1247.0,1768.0,2392.0,4628.0,14975.0,154.0,438.0,249.0,106.0,612.0,36.0,3251.0,7112.0,1339.0,216.0,1399.0,63.0,812.0,968983.0
45,545,Greenville-N.Bern-Washngtn,440069.0,0.0,23.0,0.0,54768.0,1240.0,6.0,20.0,6.0,455.0,75.0,244.0,7.0,239.0,188.0,49.0,0.0,15.0,278.0,0.0,11.0,104.0,2376.0,52.0,26.0,432.0,0.0,42.0,149.0,76.0,158.0,249.0,297.0,1263.0,780.0,44503.0,0.0,10019.0,22.0,2755.0,1342.0,20064.0,0.0,562.0,71.0,768.0,17.0,0.0,22940.0,14.0,9727.0,20.0,117.0,0.0,0.0,0.0,0.0,265.0,1103.0,69.0,3023.0,570.0,245.0,680.0,921.0,5459.0,6806.0,52.0,27.0,261.0,41.0,0.0,5741.0,0.0,2.0,22.0,8.0,59.0,67.0,0.0,0.0,7.0,79.0,0.0,12.0,0.0,5378.0,107.0,1109.0,226.0,19.0,402.0,561.0,1975.0,95.0,59.0,15.0,0.0,11.0,18.0,809.0,743.0,21.0,9.0,193.0,2.0,285.0,234900.0
46,546,"Columbia, Sc",682224.0,41.0,9.0,0.0,73927.0,2422.0,335.0,683.0,4.0,506.0,223.0,44.0,93.0,223.0,311.0,109.0,1.0,64.0,215.0,0.0,72.0,131.0,3133.0,42.0,49.0,643.0,0.0,158.0,181.0,0.0,236.0,129.0,273.0,1095.0,1193.0,33184.0,5.0,16024.0,129.0,2452.0,1070.0,32286.0,0.0,593.0,84.0,453.0,1.0,418.0,21470.0,47.0,7394.0,87.0,265.0,19.0,14.0,19.0,0.0,1702.0,1175.0,164.0,3664.0,526.0,274.0,932.0,479.0,10463.0,7007.0,216.0,79.0,79.0,31.0,0.0,17776.0,22.0,223.0,158.0,253.0,20.0,413.0,251.0,32.0,0.0,50.0,0.0,17.0,0.0,15794.0,543.0,913.0,481.0,260.0,411.0,973.0,3333.0,56.0,51.0,34.0,22.0,195.0,11.0,508.0,1673.0,171.0,0.0,612.0,0.0,392.0,430757.0
47,547,Toledo,492799.0,8.0,67.0,2.0,59543.0,5348.0,252.0,59.0,296.0,1738.0,83.0,274.0,312.0,1173.0,1161.0,125.0,0.0,150.0,328.0,0.0,476.0,75.0,1454.0,172.0,0.0,626.0,0.0,128.0,110.0,29.0,1291.0,648.0,306.0,3125.0,1395.0,25348.0,5.0,10584.0,387.0,4180.0,1686.0,134765.0,130.0,1001.0,78.0,5150.0,42.0,100.0,24164.0,63.0,10017.0,89.0,174.0,17.0,18.0,37.0,43.0,482.0,1164.0,520.0,22173.0,413.0,371.0,1087.0,844.0,2331.0,4140.0,107.0,21.0,1149.0,299.0,7.0,6340.0,0.0,178.0,132.0,10.0,31.0,349.0,0.0,0.0,54.0,10.0,11.0,0.0,0.0,5453.0,112.0,1076.0,1087.0,19.0,773.0,1327.0,1149.0,15.0,20.0,0.0,0.0,13.0,0.0,140.0,809.0,111.0,0.0,41.0,0.0,170.0,152266.0
48,548,West Palm Beach-Ft. Pierce,1583469.0,6.0,1445.0,20.0,255422.0,3952.0,745.0,17.0,88.0,1544.0,207.0,179.0,418.0,383.0,371.0,1364.0,42.0,251.0,1931.0,176.0,1046.0,5646.0,10965.0,226.0,170.0,6802.0,17.0,144.0,1019.0,56.0,2859.0,1373.0,2129.0,8003.0,4674.0,102352.0,180.0,41640.0,2088.0,15396.0,10749.0,113301.0,75.0,5904.0,2135.0,6033.0,68.0,485.0,97071.0,363.0,92853.0,155.0,2479.0,72.0,94.0,178.0,59.0,2120.0,9387.0,787.0,29812.0,5519.0,2203.0,7851.0,2620.0,12892.0,18114.0,357.0,519.0,2107.0,477.0,10.0,6625.0,122.0,77.0,61.0,65.0,0.0,200.0,0.0,0.0,0.0,489.0,31.0,99.0,0.0,5352.0,129.0,6967.0,1914.0,753.0,3286.0,3157.0,58719.0,1680.0,593.0,357.0,9.0,786.0,66.0,37729.0,14233.0,2215.0,451.0,573.0,27.0,395.0,603410.0
49,549,Watertown,792515.0,1100.0,2042.0,71.0,98136.0,4083.0,801.0,159.0,134.0,824.0,358.0,206.0,395.0,410.0,796.0,1104.0,29.0,64.0,1023.0,31.0,499.0,541.0,3589.0,45.0,81.0,2772.0,45.0,207.0,443.0,32.0,968.0,646.0,885.0,6474.0,3728.0,44693.0,171.0,16720.0,441.0,19224.0,14392.0,60576.0,60.0,2855.0,1184.0,8317.0,37.0,509.0,85060.0,809.0,81188.0,197.0,820.0,30.0,111.0,80.0,0.0,1386.0,3226.0,3161.0,23055.0,1065.0,1566.0,4901.0,1221.0,4247.0,8928.0,195.0,261.0,978.0,74.0,0.0,8888.0,3.0,314.0,576.0,249.0,81.0,1350.0,400.0,7.0,0.0,453.0,403.0,145.0,15.0,4346.0,546.0,2642.0,1678.0,560.0,2972.0,1782.0,12512.0,41.0,540.0,265.0,0.0,470.0,19.0,3614.0,6034.0,620.0,24.0,885.0,0.0,446.0,240659.0
50,550,Wilmington,255170.0,0.0,17.0,11.0,46172.0,770.0,240.0,0.0,0.0,231.0,127.0,51.0,28.0,39.0,54.0,81.0,0.0,19.0,158.0,4.0,76.0,315.0,2045.0,58.0,21.0,396.0,0.0,11.0,149.0,0.0,272.0,155.0,439.0,908.0,1356.0,23222.0,5.0,7686.0,214.0,2252.0,1235.0,15409.0,0.0,697.0,124.0,882.0,0.0,48.0,17124.0,17.0,9309.0,50.0,345.0,24.0,0.0,0.0,0.0,318.0,971.0,51.0,3765.0,284.0,76.0,737.0,482.0,7572.0,5069.0,15.0,26.0,168.0,15.0,0.0,2038.0,45.0,51.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,85.0,0.0,12.0,0.0,1676.0,43.0,915.0,164.0,341.0,308.0,778.0,560.0,0.0,16.0,0.0,0.0,19.0,0.0,203.0,141.0,35.0,0.0,146.0,0.0,6.0,98435.0
51,551,Lansing,304629.0,55.0,275.0,8.0,28320.0,3555.0,459.0,779.0,319.0,778.0,218.0,299.0,54.0,247.0,402.0,261.0,135.0,8.0,188.0,0.0,485.0,182.0,1655.0,164.0,11.0,657.0,10.0,54.0,159.0,25.0,695.0,240.0,390.0,4943.0,889.0,30021.0,0.0,11024.0,1028.0,2871.0,2222.0,46826.0,16.0,981.0,31.0,918.0,3.0,243.0,18596.0,0.0,7159.0,107.0,435.0,27.0,94.0,117.0,0.0,693.0,1448.0,382.0,11640.0,136.0,510.0,814.0,583.0,1595.0,3894.0,152.0,81.0,392.0,77.0,10.0,5827.0,1.0,187.0,136.0,154.0,13.0,596.0,0.0,0.0,985.0,1.0,518.0,8.0,98.0,2276.0,854.0,2055.0,429.0,360.0,610.0,513.0,1132.0,11.0,0.0,0.0,0.0,0.0,0.0,855.0,237.0,11.0,0.0,18.0,0.0,408.0,104805.0
52,552,Presque Isle,35350.0,0.0,0.0,0.0,3955.0,80.0,26.0,0.0,0.0,13.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,233.0,0.0,680.0,879.0,0.0,0.0,0.0,0.0,5.0,2.0,32.0,44.0,16.0,4570.0,0.0,481.0,85.0,7528.0,4569.0,704.0,0.0,74.0,0.0,35.0,0.0,0.0,3348.0,0.0,602.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,86.0,138.0,282.0,23.0,0.0,31.0,11.0,388.0,756.0,0.0,0.0,19.0,2.0,0.0,131.0,0.0,5.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,386.0,123.0,0.0,16.0,41.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,7.0,4905.0
53,553,Marquette,84373.0,0.0,29.0,0.0,9432.0,243.0,0.0,8.0,0.0,127.0,13.0,0.0,0.0,89.0,6.0,4.0,67.0,2.0,210.0,0.0,435.0,26.0,226.0,27.0,2.0,184.0,0.0,6.0,808.0,0.0,191.0,57.0,229.0,1169.0,170.0,4165.0,8.0,2754.0,13335.0,3211.0,3573.0,9373.0,0.0,210.0,0.0,180.0,0.0,14.0,3583.0,0.0,3917.0,0.0,45.0,3.0,159.0,7.0,0.0,355.0,1097.0,10.0,3487.0,29.0,44.0,156.0,556.0,434.0,670.0,8.0,73.0,38.0,66.0,0.0,132.0,0.0,8.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,89.0,0.0,3341.0,218.0,53.0,139.0,54.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,50.0,0.0,0.0,0.0,0.0,87.0,15204.0
54,554,Wheeling-Steubenville,126968.0,0.0,3.0,0.0,17661.0,335.0,0.0,0.0,0.0,211.0,13.0,0.0,90.0,5.0,16.0,0.0,0.0,99.0,178.0,0.0,93.0,42.0,545.0,27.0,0.0,73.0,0.0,13.0,220.0,0.0,586.0,655.0,10.0,1047.0,481.0,11997.0,0.0,2749.0,68.0,1002.0,215.0,21413.0,0.0,685.0,34.0,1248.0,45.0,64.0,13097.0,0.0,11349.0,0.0,133.0,12.0,0.0,0.0,0.0,365.0,301.0,360.0,7366.0,18.0,134.0,474.0,102.0,2534.0,2115.0,358.0,125.0,1355.0,118.0,0.0,3062.0,7.0,0.0,29.0,0.0,0.0,13.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,3002.0,0.0,205.0,367.0,13.0,277.0,769.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,53.0,20304.0
55,555,Syracuse,391073.0,122.0,286.0,1.0,42107.0,4211.0,408.0,401.0,119.0,653.0,340.0,405.0,311.0,998.0,576.0,388.0,23.0,32.0,580.0,7.0,250.0,160.0,1907.0,69.0,24.0,1343.0,0.0,180.0,159.0,29.0,341.0,90.0,332.0,3284.0,1909.0,32437.0,17.0,9677.0,360.0,5254.0,5236.0,29272.0,0.0,1798.0,372.0,816.0,20.0,312.0,46143.0,107.0,47441.0,91.0,375.0,4.0,389.0,21.0,0.0,720.0,1144.0,833.0,15226.0,340.0,313.0,2101.0,243.0,1694.0,4215.0,87.0,195.0,567.0,111.0,0.0,5884.0,22.0,348.0,383.0,457.0,21.0,259.0,17.0,15.0,1554.0,84.0,82.0,13.0,11.0,1719.0,899.0,1199.0,641.0,355.0,4292.0,1664.0,2896.0,16.0,140.0,20.0,0.0,136.0,9.0,598.0,1528.0,318.0,0.0,120.0,11.0,808.0,107569.0
56,556,Richmond-Petersburg,1837191.0,3416.0,782.0,26.0,256851.0,19374.0,3181.0,1294.0,1152.0,3714.0,1822.0,1331.0,479.0,2327.0,4074.0,1515.0,80.0,264.0,1235.0,71.0,697.0,1574.0,14134.0,370.0,187.0,1908.0,14.0,252.0,584.0,37.0,2120.0,831.0,2313.0,5178.0,5317.0,153173.0,109.0,60242.0,620.0,9913.0,3600.0,92239.0,33.0,5201.0,370.0,3055.0,807.0,4716.0,85235.0,474.0,39821.0,434.0,1128.0,65.0,25.0,12.0,108.0,3793.0,4896.0,814.0,15447.0,1774.0,1521.0,6573.0,2248.0,21706.0,20224.0,564.0,335.0,1475.0,128.0,0.0,47697.0,173.0,5417.0,1403.0,333.0,117.0,2434.0,261.0,561.0,1382.0,372.0,1057.0,19.0,20.0,31500.0,2648.0,4051.0,1414.0,2763.0,3288.0,4386.0,9307.0,215.0,260.0,199.0,9.0,220.0,0.0,981.0,4862.0,843.0,122.0,1596.0,0.0,1758.0,900519.0
57,557,Knoxville,1065803.0,10.0,273.0,0.0,274497.0,5654.0,365.0,1009.0,541.0,657.0,78.0,646.0,159.0,1057.0,1142.0,195.0,14.0,141.0,315.0,72.0,419.0,312.0,8705.0,257.0,106.0,982.0,0.0,167.0,188.0,0.0,777.0,274.0,708.0,4890.0,2034.0,117673.0,9.0,34107.0,443.0,8139.0,2374.0,78080.0,0.0,1342.0,21.0,1419.0,75.0,1090.0,80113.0,45.0,15601.0,61.0,406.0,37.0,37.0,17.0,38.0,1674.0,2937.0,517.0,8778.0,824.0,1096.0,2433.0,1569.0,30959.0,24078.0,303.0,179.0,448.0,264.0,0.0,8541.0,60.0,252.0,245.0,53.0,170.0,503.0,193.0,60.0,76.0,176.0,43.0,150.0,37.0,4075.0,2448.0,2690.0,1035.0,188.0,1602.0,4496.0,1840.0,100.0,0.0,69.0,0.0,94.0,110.0,599.0,616.0,242.0,0.0,10.0,0.0,132.0,327103.0
58,558,Lima,94010.0,0.0,0.0,0.0,11384.0,185.0,0.0,0.0,66.0,8.0,78.0,0.0,3.0,0.0,30.0,0.0,0.0,145.0,8.0,0.0,34.0,3.0,356.0,0.0,0.0,31.0,0.0,0.0,22.0,0.0,66.0,51.0,13.0,439.0,38.0,6117.0,0.0,2123.0,42.0,463.0,94.0,41877.0,0.0,141.0,0.0,135.0,0.0,9.0,4514.0,0.0,1470.0,0.0,11.0,0.0,21.0,0.0,0.0,8.0,177.0,237.0,759.0,0.0,47.0,67.0,88.0,387.0,899.0,6.0,0.0,36.0,33.0,0.0,942.0,0.0,7.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.0,13.0,143.0,895.0,36.0,51.0,523.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,9.0,0.0,0.0,18825.0
59,559,Bluefield-Beckley-Oak Hill,893412.0,0.0,36.0,11.0,216786.0,4666.0,272.0,90.0,164.0,1228.0,350.0,437.0,731.0,679.0,715.0,51.0,0.0,130.0,382.0,0.0,598.0,88.0,4878.0,18.0,139.0,865.0,0.0,420.0,358.0,9.0,760.0,434.0,364.0,4906.0,2294.0,121198.0,17.0,20351.0,250.0,5937.0,930.0,111545.0,43.0,2151.0,139.0,3676.0,2.0,402.0,90375.0,45.0,30939.0,13.0,490.0,12.0,0.0,0.0,32.0,1313.0,1463.0,341.0,10285.0,204.0,419.0,2317.0,1479.0,19408.0,16397.0,296.0,221.0,1210.0,143.0,0.0,4998.0,0.0,220.0,192.0,7.0,44.0,398.0,85.0,0.0,0.0,0.0,123.0,0.0,0.0,3641.0,288.0,1724.0,1157.0,224.0,649.0,4313.0,1169.0,72.0,0.0,3.0,0.0,103.0,39.0,255.0,446.0,92.0,0.0,159.0,0.0,233.0,196709.0
60,560,Raleigh-Durham (Fayetvlle),1901938.0,280.0,236.0,0.0,223755.0,13619.0,3178.0,409.0,1019.0,1423.0,2145.0,1522.0,360.0,1636.0,1927.0,551.0,18.0,285.0,543.0,30.0,527.0,794.0,10997.0,509.0,181.0,2227.0,15.0,399.0,682.0,38.0,1535.0,459.0,1509.0,5514.0,4046.0,130954.0,29.0,49471.0,769.0,8674.0,4743.0,70553.0,80.0,2805.0,257.0,3592.0,55.0,1757.0,67587.0,214.0,33587.0,113.0,849.0,78.0,62.0,48.0,92.0,3737.0,4311.0,335.0,12993.0,2241.0,1260.0,5407.0,2034.0,30343.0,25529.0,359.0,522.0,967.0,193.0,0.0,33753.0,21.0,1867.0,1314.0,1889.0,1113.0,4433.0,110.0,418.0,495.0,440.0,586.0,121.0,15.0,17235.0,3696.0,4117.0,1171.0,1477.0,2248.0,3644.0,11485.0,294.0,325.0,294.0,3.0,419.0,12.0,3110.0,5003.0,849.0,96.0,1080.0,0.0,364.0,1108330.0
61,561,Jacksonville,1822589.0,359.0,3886.0,0.0,223706.0,12086.0,1271.0,1004.0,398.0,1867.0,905.0,467.0,2629.0,1796.0,1749.0,915.0,87.0,405.0,1177.0,92.0,511.0,5315.0,11526.0,216.0,538.0,4605.0,0.0,194.0,1140.0,0.0,2384.0,952.0,2077.0,7819.0,4451.0,136259.0,143.0,63071.0,1563.0,16538.0,8869.0,105006.0,193.0,4953.0,1731.0,5127.0,262.0,764.0,105578.0,353.0,69967.0,253.0,1426.0,45.0,71.0,64.0,234.0,2166.0,7106.0,725.0,23082.0,4425.0,1531.0,6451.0,2948.0,17077.0,22133.0,1487.0,669.0,1759.0,539.0,0.0,26004.0,269.0,735.0,176.0,144.0,283.0,1171.0,0.0,5.0,276.0,504.0,349.0,21.0,0.0,20969.0,1102.0,5139.0,1841.0,1382.0,3642.0,4421.0,25713.0,957.0,159.0,494.0,47.0,409.0,5.0,8638.0,11198.0,1146.0,210.0,2393.0,57.0,3422.0,852016.0
62,563,Grand Rapids-Kalmzoo-B.Crk,1313429.0,248.0,1867.0,5.0,119587.0,10083.0,764.0,1350.0,421.0,2212.0,738.0,621.0,716.0,1310.0,1951.0,488.0,175.0,183.0,986.0,24.0,1753.0,708.0,5390.0,305.0,10.0,3258.0,0.0,137.0,1758.0,40.0,3108.0,1118.0,3928.0,155055.0,3533.0,82010.0,85.0,52954.0,11571.0,12198.0,9931.0,163082.0,268.0,2808.0,37.0,4023.0,58.0,594.0,68774.0,102.0,26506.0,841.0,2540.0,148.0,419.0,586.0,0.0,3296.0,7532.0,1725.0,53785.0,356.0,1747.0,2834.0,3000.0,5532.0,14775.0,261.0,284.0,1585.0,370.0,10.0,16353.0,1.0,1091.0,243.0,902.0,1381.0,1006.0,77.0,170.0,1687.0,76.0,834.0,302.0,144.0,6132.0,2307.0,11108.0,2340.0,524.0,2181.0,2773.0,2569.0,17.0,7.0,0.0,9.0,33.0,28.0,1236.0,949.0,64.0,0.0,226.0,0.0,3401.0,421806.0
63,564,Charleston-Huntington,483331.0,0.0,33.0,11.0,162870.0,2090.0,33.0,14.0,86.0,884.0,41.0,56.0,601.0,202.0,173.0,11.0,0.0,48.0,170.0,5.0,170.0,46.0,2612.0,2.0,28.0,290.0,0.0,323.0,64.0,9.0,161.0,92.0,58.0,2064.0,710.0,69070.0,17.0,10166.0,123.0,3468.0,260.0,44742.0,3.0,821.0,94.0,1104.0,36.0,71.0,42969.0,0.0,9274.0,0.0,64.0,0.0,3.0,12.0,0.0,469.0,720.0,454.0,2882.0,223.0,133.0,533.0,769.0,10406.0,8348.0,33.0,70.0,194.0,22.0,0.0,1633.0,0.0,50.0,32.0,0.0,0.0,71.0,0.0,0.0,0.0,27.0,112.0,0.0,0.0,1317.0,24.0,641.0,341.0,46.0,131.0,2627.0,361.0,72.0,0.0,0.0,0.0,8.0,9.0,114.0,104.0,15.0,0.0,39.0,0.0,28.0,98103.0
64,565,Elmira (Corning),103341.0,0.0,91.0,0.0,21741.0,91.0,8.0,4.0,0.0,48.0,4.0,0.0,0.0,0.0,27.0,73.0,0.0,14.0,177.0,0.0,45.0,106.0,607.0,6.0,8.0,148.0,0.0,7.0,49.0,0.0,207.0,230.0,194.0,1089.0,308.0,10796.0,0.0,2770.0,96.0,1069.0,234.0,12809.0,0.0,167.0,9.0,206.0,0.0,17.0,10755.0,0.0,6763.0,97.0,167.0,23.0,0.0,0.0,4.0,203.0,384.0,946.0,4038.0,61.0,50.0,354.0,106.0,778.0,1531.0,20.0,8.0,93.0,24.0,16.0,205.0,0.0,0.0,9.0,9.0,0.0,42.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,133.0,9.0,728.0,672.0,84.0,753.0,708.0,269.0,7.0,3.0,0.0,0.0,13.0,0.0,21.0,221.0,4.0,0.0,0.0,0.0,26.0,20111.0
65,566,Harrisburg-Lncstr-Leb-York,973755.0,86.0,479.0,0.0,131979.0,4931.0,1620.0,421.0,33.0,492.0,1025.0,271.0,119.0,198.0,752.0,366.0,59.0,63.0,656.0,0.0,230.0,553.0,3865.0,234.0,15.0,715.0,81.0,62.0,1595.0,56.0,1153.0,657.0,626.0,5627.0,3903.0,39503.0,23.0,24763.0,191.0,4805.0,1463.0,297205.0,10.0,3135.0,66.0,2805.0,14.0,315.0,48289.0,222.0,34006.0,189.0,1353.0,7.0,130.0,18.0,69.0,1237.0,2438.0,24541.0,15771.0,676.0,875.0,3605.0,685.0,8592.0,7337.0,475.0,377.0,2544.0,494.0,14.0,10774.0,27.0,1748.0,260.0,178.0,32.0,823.0,0.0,27.0,554.0,157.0,8.0,25.0,18.0,6230.0,687.0,2603.0,8364.0,404.0,2671.0,4702.0,3606.0,11.0,171.0,88.0,85.0,67.0,5.0,1071.0,1492.0,104.0,87.0,425.0,0.0,1183.0,253215.0
66,567,Greenvll-Spart-Ashevll-And,7164070.0,568.0,1241.0,45.0,1175928.0,32090.0,5620.0,1400.0,2078.0,6137.0,3452.0,2976.0,1875.0,4519.0,4033.0,1626.0,43.0,949.0,3234.0,102.0,1863.0,5422.0,42774.0,1347.0,610.0,9084.0,61.0,1139.0,1977.0,289.0,5411.0,1835.0,4920.0,23203.0,14159.0,590041.0,182.0,175955.0,3395.0,41125.0,18408.0,367070.0,174.0,13828.0,1153.0,10309.0,352.0,4474.0,334783.0,923.0,128395.0,514.0,3429.0,242.0,510.0,159.0,328.0,9801.0,17327.0,1423.0,48955.0,6551.0,5688.0,18682.0,7929.0,173909.0,115931.0,1203.0,1295.0,3487.0,744.0,24.0,113106.0,261.0,6080.0,3141.0,2322.0,3442.0,9368.0,412.0,660.0,1525.0,1578.0,2798.0,563.0,287.0,71682.0,8987.0,14922.0,5038.0,3410.0,14017.0,15411.0,30574.0,635.0,925.0,474.0,124.0,1252.0,110.0,7512.0,13785.0,2077.0,298.0,3328.0,54.0,2435.0,3526539.0
67,569,Harrisonburg,74980.0,8.0,8.0,0.0,16971.0,543.0,0.0,49.0,0.0,36.0,18.0,0.0,168.0,115.0,157.0,0.0,0.0,0.0,41.0,0.0,18.0,0.0,419.0,36.0,0.0,66.0,0.0,13.0,0.0,0.0,89.0,0.0,55.0,426.0,146.0,6867.0,11.0,2932.0,15.0,502.0,156.0,12738.0,0.0,231.0,0.0,117.0,0.0,8.0,4601.0,0.0,1422.0,54.0,53.0,36.0,0.0,0.0,0.0,223.0,300.0,134.0,690.0,16.0,25.0,360.0,119.0,1704.0,1149.0,6.0,69.0,41.0,29.0,0.0,771.0,0.0,274.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,235.0,293.0,680.0,0.0,284.0,217.0,63.0,8.0,0.0,0.0,0.0,8.0,0.0,12.0,20.0,0.0,0.0,15.0,0.0,0.0,19225.0
68,570,Myrtle Beach-Florence,539297.0,0.0,517.0,11.0,88222.0,1055.0,314.0,35.0,0.0,230.0,144.0,5.0,81.0,60.0,186.0,60.0,0.0,57.0,229.0,13.0,114.0,916.0,2011.0,93.0,25.0,362.0,0.0,68.0,65.0,0.0,268.0,142.0,192.0,1059.0,572.0,33165.0,0.0,13012.0,116.0,2051.0,1129.0,18413.0,0.0,1017.0,85.0,794.0,32.0,40.0,20113.0,339.0,11584.0,14.0,218.0,0.0,43.0,0.0,14.0,251.0,891.0,197.0,3556.0,564.0,245.0,975.0,425.0,9221.0,6212.0,132.0,99.0,322.0,62.0,0.0,2616.0,0.0,104.0,0.0,55.0,6.0,122.0,0.0,22.0,0.0,208.0,12.0,0.0,0.0,1986.0,101.0,630.0,114.0,98.0,1440.0,866.0,1848.0,80.0,12.0,8.0,0.0,18.0,19.0,302.0,1264.0,69.0,25.0,51.0,0.0,19.0,310284.0
